Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilitaet,Energie,Alter,Lebendig
2000,0,0,SUMPF,0.662,2.000,0.906,200.00,250,true
2000,0,1,GRASLAND,0.606,2.000,0.906,200.00,360,true
2000,0,2,SUMPF,1.179,2.000,0.718,200.00,650,true
2000,0,3,GRASLAND,1.489,2.000,1.951,200.00,75,true
2000,0,4,WÜSTE,1.489,2.000,1.320,5.39,22,true
2000,0,5,VULKAN,2.000,2.000,1.210,12.12,11,true
2000,0,6,WÜSTE,2.000,2.000,1.522,119.10,256,true
2000,0,7,SUMPF,1.650,2.000,1.274,200.00,175,true
2000,0,8,SUMPF,1.650,2.000,1.274,200.00,172,true
2000,0,9,GRASLAND,1.650,2.000,1.292,200.00,89,true
2000,0,10,VULKAN,1.423,2.000,1.516,57.00,5,true
2000,0,11,TUNDRA,1.281,2.000,1.347,183.55,185,true
2000,0,12,WÜSTE,1.650,1.933,1.107,78.63,5,true
2000,0,13,TUNDRA,0.934,2.000,1.542,91.80,32,true
2000,0,14,WÜSTE,0.934,2.000,1.708,59.87,7,true
2000,0,15,SUMPF,0.934,2.000,1.708,97.51,91,true
2000,0,16,TUNDRA,0.934,2.000,1.032,47.93,69,true
2000,0,17,OZEAN,1.573,2.000,0.528,200.00,444,true
2000,0,18,OZEAN,2.000,2.000,0.528,200.00,540,true
2000,0,19,VULKAN,1.812,2.000,1.296,66.82,4,true
2000,0,20,VULKAN,2.000,2.000,0.953,50.27,6,true
2000,0,21,WALD,2.000,2.000,0.953,200.00,73,true
2000,0,22,TUNDRA,2.000,2.000,0.953,65.56,53,true
2000,0,23,TUNDRA,2.000,2.000,0.953,62.31,58,true
2000,0,24,SUMPF,2.000,1.887,0.953,116.56,87,true
2000,0,25,VULKAN,2.000,2.000,0.953,83.42,2,true
2000,0,26,TUNDRA,2.000,2.000,0.618,58.66,41,true
2000,0,27,OZEAN,0.531,2.000,0.746,200.00,341,true
2000,0,28,WALD,0.531,2.000,0.746,200.00,345,true
2000,0,29,WALD,1.220,2.000,0.701,150.00,39,true
2000,0,30,GEBIRGE,1.220,2.000,0.701,128.67,27,true
2000,0,31,WÜSTE,1.417,2.000,0.701,42.11,11,true
2000,0,32,WALD,1.084,2.000,1.367,200.00,48,true
2000,0,33,WÜSTE,1.084,1.817,1.401,33.45,10,true
2000,0,34,OZEAN,1.084,2.000,1.367,168.49,82,true
2000,0,35,WÜSTE,1.045,1.776,1.776,38.89,9,true
2000,0,36,WALD,0.904,1.646,0.577,200.00,518,true
2000,0,38,GEBIRGE,0.500,2.000,0.788,79.41,23,true
2000,0,39,WÜSTE,0.626,2.000,0.777,0.80,16,true
2000,0,40,OZEAN,0.904,2.000,0.777,200.00,331,true
2000,0,41,SUMPF,1.104,1.396,1.245,200.00,208,true
2000,0,42,GEBIRGE,0.771,2.000,2.000,200.00,444,true
2000,0,43,GRASLAND,1.291,1.849,0.888,200.00,818,true
2000,0,44,GEBIRGE,1.040,1.779,0.643,200.00,1020,true
2000,0,45,GRASLAND,0.743,1.434,1.863,200.00,60,true
2000,0,46,OZEAN,0.831,1.434,1.421,200.00,204,true
2000,0,47,OZEAN,0.686,1.434,1.290,93.47,136,true
2000,0,48,GRASLAND,0.937,1.434,1.775,200.00,49,true
2000,0,49,WÜSTE,0.937,1.919,1.775,32.19,11,true
2000,1,0,WÜSTE,1.489,2.000,1.349,78.64,5,true
2000,1,1,WALD,1.489,2.000,1.951,200.00,86,true
2000,1,2,OZEAN,1.179,2.000,0.824,200.00,951,true
2000,1,3,GRASLAND,1.178,2.000,0.677,200.00,570,true
2000,1,4,TUNDRA,1.418,2.000,1.267,78.59,55,true
2000,1,5,OZEAN,2.000,2.000,1.210,173.51,39,true
2000,1,6,VULKAN,1.460,1.992,1.210,39.70,7,true
2000,1,7,GRASLAND,2.000,2.000,1.274,200.00,438,true
2000,1,8,SUMPF,1.650,2.000,1.292,200.00,13,true
2000,1,9,GEBIRGE,1.999,2.000,1.274,200.00,316,true
2000,1,10,TUNDRA,1.999,2.000,1.274,19.97,304,true
2000,1,11,OZEAN,1.650,1.933,1.107,143.36,43,true
2000,1,12,WÜSTE,1.650,1.933,1.107,52.99,11,true
2000,1,13,WALD,0.934,2.000,1.542,200.00,35,true
2000,1,14,VULKAN,0.934,2.000,1.708,100.00,0,true
2000,1,15,GEBIRGE,0.592,2.000,1.708,144.04,30,true
2000,1,16,OZEAN,2.000,1.668,0.528,200.00,452,true
2000,1,17,WALD,2.000,1.887,0.953,200.00,262,true
2000,1,18,SUMPF,2.000,1.887,0.953,200.00,243,true
2000,1,19,TUNDRA,1.219,2.000,0.953,33.77,80,true
2000,1,20,WÜSTE,2.000,2.000,0.953,3.72,37,true
2000,1,21,WALD,2.000,1.887,0.953,200.00,160,true
2000,1,22,WÜSTE,2.000,2.000,0.953,1.12,38,true
2000,1,23,TUNDRA,2.000,1.887,0.805,73.68,17,true
2000,1,24,TUNDRA,1.407,2.000,1.013,45.03,79,true
2000,1,25,SUMPF,2.000,2.000,0.953,170.32,50,true
2000,1,26,TUNDRA,1.407,2.000,1.013,31.82,97,true
2000,1,27,SUMPF,0.575,1.414,0.636,116.05,99,true
2000,1,28,TUNDRA,0.617,2.000,1.633,7.50,430,true
2000,1,29,VULKAN,0.869,2.000,0.701,100.00,0,true
2000,1,30,TUNDRA,1.081,1.792,0.807,111.83,166,true
2000,1,31,GEBIRGE,0.559,1.971,0.922,132.73,155,true
2000,1,32,OZEAN,1.320,1.792,0.807,200.00,146,true
2000,1,33,GRASLAND,0.754,2.000,0.661,200.00,841,true
2000,1,34,WALD,1.084,2.000,1.367,150.00,85,true
