Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilitaet,Energie,Alter,Lebendig
2000,0,0,SUMPF,0.623,1.580,0.857,200.00,256,true
2000,0,1,GRASLAND,0.825,1.601,0.669,200.00,540,true
2000,0,2,SUMPF,0.932,2.000,1.158,200.00,128,true
2000,0,3,GRASLAND,0.932,2.000,1.229,200.00,125,true
2000,0,4,WÜSTE,0.932,2.000,1.229,63.38,6,true
2000,0,5,VULKAN,0.932,1.775,1.671,41.24,15,true
2000,0,6,WÜSTE,0.767,1.393,0.829,51.44,6,true
2000,0,7,SUMPF,0.831,1.393,0.829,100.00,0,true
2000,0,8,SUMPF,0.941,1.393,1.332,200.00,163,true
2000,0,9,GRASLAND,0.941,1.691,0.964,200.00,151,true
2000,0,10,VULKAN,2.000,1.614,0.785,6.98,10,true
2000,0,11,TUNDRA,0.941,1.508,0.868,73.30,6,true
2000,0,12,WÜSTE,2.000,1.223,0.828,37.83,8,true
2000,0,13,TUNDRA,2.000,2.000,0.878,29.11,96,true
2000,0,14,WÜSTE,2.000,1.806,0.878,38.40,16,true
2000,0,15,SUMPF,1.980,1.902,1.492,200.00,406,true
2000,0,16,TUNDRA,1.857,2.000,0.942,100.00,0,true
2000,0,17,OZEAN,1.857,2.000,0.942,150.00,108,true
2000,0,18,OZEAN,1.857,2.000,0.950,160.78,48,true
2000,0,19,VULKAN,1.857,2.000,0.950,91.40,1,true
2000,0,20,VULKAN,2.000,2.000,0.566,48.40,6,true
2000,0,21,WALD,1.431,1.397,1.875,200.00,174,true
2000,0,22,TUNDRA,1.847,2.000,0.500,60.57,34,true
2000,0,23,TUNDRA,1.839,2.000,0.801,65.44,44,true
2000,0,24,SUMPF,0.937,1.801,1.419,57.67,31,true
2000,0,25,VULKAN,0.937,1.801,0.934,37.36,7,true
2000,0,26,TUNDRA,0.937,2.000,1.975,97.38,35,true
2000,0,27,OZEAN,0.937,2.000,2.000,200.00,141,true
2000,0,28,WALD,0.893,2.000,2.000,200.00,420,true
2000,0,29,WALD,0.920,2.000,0.870,184.55,77,true
2000,0,30,GEBIRGE,1.244,2.000,1.419,200.00,234,true
2000,0,31,WÜSTE,2.000,2.000,2.000,5.25,52,true
2000,0,32,WALD,2.000,2.000,2.000,200.00,110,true
2000,0,33,WÜSTE,2.000,2.000,1.752,79.12,11,true
2000,0,34,OZEAN,2.000,2.000,2.000,200.00,150,true
2000,0,35,WÜSTE,2.000,2.000,2.000,87.25,7,true
2000,0,36,WALD,2.000,2.000,2.000,200.00,96,true
2000,0,37,WALD,2.000,2.000,2.000,200.00,87,true
2000,0,38,GEBIRGE,2.000,2.000,2.000,200.00,81,true
2000,0,39,WÜSTE,2.000,2.000,2.000,67.20,18,true
2000,0,40,OZEAN,1.797,1.435,0.960,200.00,1168,true
2000,0,41,SUMPF,0.591,1.974,1.751,153.66,27,true
2000,0,42,GEBIRGE,0.912,2.000,1.848,200.00,324,true
2000,0,43,GRASLAND,0.999,2.000,2.000,200.00,294,true
2000,0,44,GEBIRGE,1.009,1.893,2.000,78.96,368,true
2000,0,45,GRASLAND,1.960,1.931,2.000,200.00,29,true
2000,0,46,OZEAN,1.684,1.397,2.000,200.00,373,true
2000,0,47,OZEAN,1.238,1.397,2.000,176.16,134,true
2000,0,48,GRASLAND,1.257,1.397,2.000,169.70,29,true
2000,0,49,WÜSTE,1.257,1.397,2.000,67.69,4,true
2000,1,0,WÜSTE,0.932,2.000,1.306,39.76,10,true
2000,1,1,WALD,0.932,2.000,1.306,200.00,112,true
2000,1,2,OZEAN,0.801,1.995,0.606,200.00,886,true
2000,1,3,GRASLAND,0.825,1.580,0.857,200.00,377,true
2000,1,4,TUNDRA,0.932,2.000,1.229,77.26,43,true
2000,1,5,OZEAN,0.590,1.580,0.857,200.00,202,true
2000,1,6,VULKAN,0.941,1.393,0.769,190.24,175,true
2000,1,7,GRASLAND,0.941,1.393,0.829,68.92,97,true
2000,1,8,SUMPF,0.941,1.393,1.158,200.00,148,true
2000,1,9,GEBIRGE,0.941,1.691,0.964,75.02,127,true
2000,1,10,TUNDRA,0.941,1.428,0.779,49.55,329,true
2000,1,11,OZEAN,2.000,2.000,0.785,164.38,28,true
2000,1,12,WÜSTE,2.000,2.000,0.864,43.15,21,true
2000,1,13,WALD,2.000,2.000,0.878,150.00,119,true
2000,1,14,VULKAN,2.000,2.000,0.878,100.00,0,true
2000,1,15,GEBIRGE,2.000,1.902,1.511,200.00,254,true
2000,1,16,OZEAN,1.857,1.311,0.656,110.01,98,true
2000,1,17,WALD,1.857,2.000,1.135,200.00,95,true
2000,1,18,SUMPF,1.460,1.902,1.135,200.00,543,true
2000,1,19,TUNDRA,1.857,2.000,0.801,52.46,54,true
2000,1,20,WÜSTE,2.000,2.000,0.553,24.64,25,true
2000,1,21,WALD,2.000,2.000,0.553,170.33,38,true
2000,1,22,WÜSTE,2.000,2.000,0.689,97.11,1,true
2000,1,23,TUNDRA,1.799,2.000,2.000,200.00,519,true
2000,1,24,TUNDRA,1.156,2.000,1.893,196.77,436,true
2000,1,25,SUMPF,0.937,1.801,1.419,141.05,43,true
2000,1,26,TUNDRA,1.551,2.000,2.000,52.91,46,true
2000,1,27,SUMPF,1.289,2.000,2.000,200.00,49,true
2000,1,28,TUNDRA,0.920,2.000,0.870,90.51,10,true
2000,1,29,VULKAN,1.122,2.000,0.870,48.40,6,true
2000,1,30,TUNDRA,1.115,2.000,2.000,89.56,183,true
2000,1,31,GEBIRGE,0.866,2.000,2.000,200.00,442,true
2000,1,32,OZEAN,2.000,2.000,2.000,178.59,67,true
2000,1,33,GRASLAND,2.000,2.000,2.000,200.00,216,true
2000,1,34,WALD,2.000,2.000,2.000,200.00,404,true
2000,1,35,GRASLAND,2.000,2.000,2.000,200.00,187,true
2000,1,36,OZEAN,2.000,2.000,2.000,200.00,102,true
2000,1,37,OZEAN,1.807,1.744,2.000,200.00,403,true
2000,1,38,TUNDRA,1.525,2.000,2.000,100.91,308,true
2000,1,39,OZEAN,2.000,2.000,2.000,200.00,26,true
2000,1,40,WÜSTE,0.912,2.000,2.000,43.77,409,true
2000,1,41,SUMPF,0.591,1.565,1.751,131.22,7,true
2000,1,42,WALD,0.761,1.974,1.239,189.22,5,true
2000,1,43,WÜSTE,1.248,2.000,2.000,166.50,802,true
2000,1,44,WALD,1.960,1.931,2.000,200.00,196,true
2000,1,45,VULKAN,1.834,1.931,1.952,17.81,10,true
2000,1,46,OZEAN,1.684,1.397,2.000,200.00,343,true
2000,1,47,TUNDRA,1.257,1.397,2.000,64.53,8,true
2000,1,48,TUNDRA,1.238,1.945,1.251,66.45,44,true
2000,1,49,GEBIRGE,1.238,1.397,2.000,16.86,211,true
2000,2,0,TUNDRA,0.932,2.000,0.873,32.03,72,true
2000,2,1,GRASLAND,1.040,1.601,0.669,200.00,472,true
2000,2,2,SUMPF,1.040,1.601,0.612,200.00,281,true
2000,2,3,OZEAN,1.195,1.888,0.612,200.00,125,true
2000,2,4,SUMPF,1.195,1.888,0.500,200.00,122,true
2000,2,5,SUMPF,0.722,1.498,0.500,200.00,399,true
