Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilität,Energie,Alter,Lebendig,Kategorie,Datei
2000,29,42,TUNDRA,1.274,2.0,1.872,74.54,378,1,same,ca_detail_1762512398038
2000,29,43,SUMPF,1.646,2.0,1.872,200.0,220,1,same,ca_detail_1762512398038
2000,29,44,OZEAN,1.621,2.0,1.338,200.0,456,1,same,ca_detail_1762512398038
2000,29,45,GEBIRGE,2.0,2.0,1.872,127.48,122,1,same,ca_detail_1762512398038
2000,29,46,WÜSTE,2.0,2.0,1.872,27.65,39,1,same,ca_detail_1762512398038
2000,29,47,WALD,2.0,2.0,1.872,200.0,65,1,same,ca_detail_1762512398038
2000,29,48,WALD,1.28,2.0,1.338,200.0,465,1,same,ca_detail_1762512398038
2000,29,49,GRASLAND,0.5,2.0,0.876,200.0,939,1,same,ca_detail_1762512398038
2000,30,0,SUMPF,0.555,2.0,0.673,200.0,218,1,same,ca_detail_1762512398038
2000,30,1,OZEAN,0.559,1.535,0.748,81.78,34,1,same,ca_detail_1762512398038
2000,30,2,OZEAN,0.5,2.0,0.748,162.96,36,1,same,ca_detail_1762512398038
2000,30,3,SUMPF,0.555,2.0,0.876,200.0,677,1,same,ca_detail_1762512398038
2000,30,4,WÜSTE,0.5,2.0,0.748,19.4,13,1,same,ca_detail_1762512398038
2000,30,5,GEBIRGE,0.5,2.0,0.788,200.0,309,1,same,ca_detail_1762512398038
2000,30,6,WALD,0.507,2.0,0.876,200.0,956,1,same,ca_detail_1762512398038
2000,30,7,VULKAN,2.0,1.76,0.869,14.62,10,1,same,ca_detail_1762512398038
2000,30,8,WÜSTE,0.506,2.0,1.306,150.4,309,1,same,ca_detail_1762512398038
2000,30,9,SUMPF,2.0,1.406,0.869,81.08,113,1,same,ca_detail_1762512398038
2000,30,10,SUMPF,2.0,1.848,1.063,117.96,19,1,same,ca_detail_1762512398038
2000,30,11,GEBIRGE,0.561,2.0,1.272,200.0,605,1,same,ca_detail_1762512398038
2000,30,12,WALD,0.561,2.0,1.272,200.0,641,1,same,ca_detail_1762512398038
2000,30,13,WÜSTE,0.584,1.971,1.488,1.11,113,1,same,ca_detail_1762512398038
2000,30,14,VULKAN,0.584,1.971,1.343,13.5,10,1,same,ca_detail_1762512398038
2000,30,15,WÜSTE,0.808,1.997,1.021,50.33,8,1,same,ca_detail_1762512398038
2000,30,16,SUMPF,0.763,1.842,0.763,129.2,65,1,same,ca_detail_1762512398038
2000,30,17,GEBIRGE,1.101,2.0,0.538,200.0,535,1,same,ca_detail_1762512398038
2000,30,18,WÜSTE,1.094,1.725,2.0,51.56,7,1,same,ca_detail_1762512398038
2000,30,19,VULKAN,1.094,1.51,2.0,52.44,5,1,same,ca_detail_1762512398038
2000,30,20,VULKAN,0.517,2.0,2.0,5.4,11,1,same,ca_detail_1762512398038
2000,30,21,SUMPF,1.108,2.0,0.5,200.0,345,1,same,ca_detail_1762512398038
2000,30,22,VULKAN,0.844,1.581,2.0,51.38,6,1,same,ca_detail_1762512398038
2000,30,23,OZEAN,0.5,1.389,2.0,64.08,64,1,same,ca_detail_1762512398038
2000,30,24,TUNDRA,1.284,1.953,1.504,85.01,18,1,same,ca_detail_1762512398038
2000,30,25,SUMPF,0.835,2.0,0.5,200.0,828,1,same,ca_detail_1762512398038
2000,30,26,TUNDRA,0.5,2.0,0.565,50.83,312,1,same,ca_detail_1762512398038
2000,30,27,GRASLAND,0.71,1.4,0.761,160.09,6,1,same,ca_detail_1762512398038
2000,30,28,GRASLAND,0.518,1.997,0.967,200.0,715,1,same,ca_detail_1762512398038
2000,30,29,GEBIRGE,0.518,1.997,0.631,200.0,553,1,same,ca_detail_1762512398038
2000,30,30,SUMPF,0.794,2.0,1.04,200.0,347,1,same,ca_detail_1762512398038
2000,30,31,VULKAN,1.792,2.0,1.129,91.48,1,1,same,ca_detail_1762512398038
2000,30,32,GRASLAND,1.593,1.696,1.129,148.98,62,1,same,ca_detail_1762512398038
2000,30,33,VULKAN,1.512,1.461,1.116,13.46,9,1,same,ca_detail_1762512398038
2000,30,34,VULKAN,1.512,1.461,1.129,13.46,95,1,same,ca_detail_1762512398038
2000,30,35,WALD,1.823,2.0,1.951,200.0,226,1,same,ca_detail_1762512398038
2000,30,36,OZEAN,1.823,2.0,1.958,200.0,221,1,same,ca_detail_1762512398038
2000,30,37,WALD,1.451,2.0,0.6,200.0,28,1,same,ca_detail_1762512398038
2000,30,38,TUNDRA,1.451,2.0,0.737,63.46,35,1,same,ca_detail_1762512398038
2000,30,39,VULKAN,1.823,2.0,1.951,24.26,343,1,same,ca_detail_1762512398038
2000,30,40,SUMPF,1.451,2.0,0.737,118.62,54,1,same,ca_detail_1762512398038
2000,30,41,VULKAN,0.825,2.0,1.92,57.0,5,1,same,ca_detail_1762512398038
2000,30,42,GRASLAND,1.21,2.0,1.872,200.0,194,1,same,ca_detail_1762512398038
2000,30,43,GEBIRGE,1.025,2.0,1.335,200.0,1644,1,same,ca_detail_1762512398038
2000,30,44,GEBIRGE,1.701,2.0,1.872,200.0,162,1,same,ca_detail_1762512398038
2000,30,45,WALD,1.509,1.889,1.124,200.0,71,1,same,ca_detail_1762512398038
2000,30,46,VULKAN,2.0,2.0,1.293,36.78,8,1,same,ca_detail_1762512398038
2000,30,47,OZEAN,0.5,1.104,0.5,80.87,1804,1,same,ca_detail_1762512398038
2000,30,48,OZEAN,0.5,1.461,0.5,200.0,1718,1,same,ca_detail_1762512398038
2000,30,49,TUNDRA,0.755,2.0,1.418,23.74,1009,1,same,ca_detail_1762512398038
2000,31,0,VULKAN,1.354,2.0,2.0,100.0,0,1,same,ca_detail_1762512398038
2000,31,1,OZEAN,0.5,2.0,0.673,200.0,196,1,same,ca_detail_1762512398038
2000,31,2,VULKAN,0.5,2.0,0.748,82.8,2,1,same,ca_detail_1762512398038
2000,31,3,SUMPF,0.5,2.0,0.788,200.0,287,1,same,ca_detail_1762512398038
2000,31,4,TUNDRA,0.555,2.0,0.876,39.02,558,1,same,ca_detail_1762512398038
2000,31,5,WALD,0.5,1.468,0.748,188.35,122,1,same,ca_detail_1762512398038
2000,31,6,TUNDRA,0.5,1.468,0.748,60.66,8,1,same,ca_detail_1762512398038
2000,31,7,SUMPF,0.5,1.468,0.527,125.24,7,1,same,ca_detail_1762512398038
2000,31,8,SUMPF,2.0,1.406,0.869,80.64,88,1,same,ca_detail_1762512398038
2000,31,9,VULKAN,2.0,1.57,1.063,81.22,2,1,same,ca_detail_1762512398038
2000,31,10,GEBIRGE,0.506,2.0,0.993,200.0,276,1,same,ca_detail_1762512398038
2000,31,11,VULKAN,2.0,1.848,1.063,100.0,0,1,same,ca_detail_1762512398038
2000,31,12,SUMPF,0.584,1.971,1.488,200.0,169,1,same,ca_detail_1762512398038
2000,31,13,TUNDRA,0.763,1.842,0.834,85.85,7,1,same,ca_detail_1762512398038
2000,31,14,GEBIRGE,0.763,1.526,1.313,80.2,11,1,same,ca_detail_1762512398038
2000,31,15,WALD,0.763,1.842,1.269,200.0,115,1,same,ca_detail_1762512398038
2000,31,16,WÜSTE,0.763,1.842,0.695,100.0,0,1,same,ca_detail_1762512398038
2000,31,17,GEBIRGE,0.5,2.0,1.556,200.0,290,1,same,ca_detail_1762512398038
2000,31,18,OZEAN,0.5,2.0,1.777,138.09,92,1,same,ca_detail_1762512398038
2000,31,19,OZEAN,0.5,2.0,1.777,182.33,87,1,same,ca_detail_1762512398038
2000,31,20,GEBIRGE,1.363,2.0,0.5,200.0,241,1,same,ca_detail_1762512398038
2000,31,21,OZEAN,1.331,1.248,0.5,102.9,124,1,same,ca_detail_1762512398038
2000,31,22,TUNDRA,0.5,1.389,1.411,61.38,8,1,same,ca_detail_1762512398038
2000,31,23,WÜSTE,0.674,2.0,0.565,35.6,263,1,same,ca_detail_1762512398038
2000,31,24,WALD,0.674,2.0,0.565,200.0,160,1,same,ca_detail_1762512398038
2000,31,25,GRASLAND,0.674,1.585,0.565,200.0,150,1,same,ca_detail_1762512398038
2000,31,26,VULKAN,0.71,1.585,0.761,34.49,119,1,same,ca_detail_1762512398038
2000,31,27,WÜSTE,0.71,1.585,0.761,47.8,7,1,same,ca_detail_1762512398038
2000,31,28,OZEAN,0.5,1.537,0.932,200.0,417,1,same,ca_detail_1762512398038
2000,31,29,SUMPF,0.518,2.0,0.972,200.0,675,1,same,ca_detail_1762512398038
2000,31,30,WALD,0.562,1.538,0.967,200.0,869,1,same,ca_detail_1762512398038
2000,31,31,VULKAN,1.593,1.696,0.762,63.43,4,1,same,ca_detail_1762512398038
2000,31,32,TUNDRA,1.593,1.696,1.129,50.14,19,1,same,ca_detail_1762512398038
2000,31,33,VULKAN,1.45,2.0,1.356,65.6,4,1,same,ca_detail_1762512398038
2000,31,34,OZEAN,1.45,2.0,1.356,113.06,92,1,same,ca_detail_1762512398038
2000,31,35,VULKAN,1.474,2.0,1.356,57.0,5,1,same,ca_detail_1762512398038
2000,31,36,WÜSTE,2.0,2.0,2.0,41.05,34,1,same,ca_detail_1762512398038
2000,31,37,WALD,1.823,2.0,1.958,200.0,319,1,same,ca_detail_1762512398038
2000,31,38,WÜSTE,1.451,2.0,0.787,79.8,4,1,same,ca_detail_1762512398038
2000,31,39,WÜSTE,1.451,1.917,0.737,77.66,4,1,same,ca_detail_1762512398038
2000,31,40,SUMPF,1.274,2.0,2.0,200.0,133,1,same,ca_detail_1762512398038
2000,31,41,VULKAN,1.451,2.0,0.767,39.8,7,1,same,ca_detail_1762512398038
2000,31,42,GEBIRGE,1.646,2.0,1.872,200.0,385,1,same,ca_detail_1762512398038
2000,31,43,OZEAN,1.21,2.0,1.736,200.0,112,1,same,ca_detail_1762512398038
2000,31,44,GRASLAND,0.617,2.0,1.281,200.0,774,1,same,ca_detail_1762512398038
2000,31,45,WALD,1.701,2.0,1.872,200.0,82,1,same,ca_detail_1762512398038
2000,31,46,SUMPF,1.354,2.0,1.543,200.0,395,1,same,ca_detail_1762512398038
2000,31,47,OZEAN,1.354,2.0,1.744,200.0,254,1,same,ca_detail_1762512398038
2000,31,48,OZEAN,1.451,1.648,1.822,200.0,535,1,same,ca_detail_1762512398038
2000,31,49,TUNDRA,0.5,2.0,0.929,140.96,1241,1,same,ca_detail_1762512398038
2000,32,0,WÜSTE,1.058,2.0,1.135,64.59,6,1,same,ca_detail_1762512398038
2000,32,1,WÜSTE,0.5,2.0,0.673,196.8,171,1,same,ca_detail_1762512398038
2000,32,2,OZEAN,1.382,1.476,1.868,100.0,0,1,same,ca_detail_1762512398038
2000,32,3,GRASLAND,0.5,2.0,0.788,200.0,259,1,same,ca_detail_1762512398038
2000,32,4,VULKAN,0.5,1.468,0.748,61.6,4,1,same,ca_detail_1762512398038
2000,32,5,GRASLAND,0.507,2.0,0.876,200.0,961,1,same,ca_detail_1762512398038
2000,32,6,SUMPF,0.5,1.468,0.748,96.64,110,1,same,ca_detail_1762512398038
2000,32,7,TUNDRA,2.0,1.406,0.869,74.67,5,1,same,ca_detail_1762512398038
2000,32,8,TUNDRA,0.506,2.0,1.667,42.97,285,1,same,ca_detail_1762512398038
2000,32,9,VULKAN,0.579,2.0,0.958,22.6,9,1,same,ca_detail_1762512398038
2000,32,10,GEBIRGE,0.584,2.0,2.0,102.69,95,1,same,ca_detail_1762512398038
2000,32,11,WÜSTE,0.5,2.0,0.856,56.6,7,1,same,ca_detail_1762512398038
2000,32,12,GRASLAND,0.5,2.0,1.126,200.0,550,1,same,ca_detail_1762512398038
2000,32,13,WÜSTE,0.578,2.0,1.269,19.31,75,1,same,ca_detail_1762512398038
2000,32,14,WALD,0.763,1.842,1.269,200.0,89,1,same,ca_detail_1762512398038
2000,32,15,WÜSTE,0.763,1.842,1.269,20.03,12,1,same,ca_detail_1762512398038
2000,32,16,TUNDRA,0.763,2.0,1.269,90.1,20,1,same,ca_detail_1762512398038
2000,32,17,GEBIRGE,0.5,2.0,1.686,88.69,67,1,same,ca_detail_1762512398038
2000,32,18,OZEAN,0.5,2.0,1.556,200.0,210,1,same,ca_detail_1762512398038
2000,32,19,WÜSTE,0.5,2.0,1.777,56.6,7,1,same,ca_detail_1762512398038
2000,32,20,WALD,1.414,2.0,0.5,200.0,387,1,same,ca_detail_1762512398038
2000,32,21,GRASLAND,0.814,1.475,0.5,200.0,715,1,same,ca_detail_1762512398038
2000,32,22,SUMPF,0.751,1.475,0.5,200.0,760,1,same,ca_detail_1762512398038
2000,32,23,WALD,0.612,1.344,0.668,110.83,22,1,same,ca_detail_1762512398038
2000,32,24,TUNDRA,0.5,1.265,1.266,52.13,8,1,same,ca_detail_1762512398038
2000,32,25,WÜSTE,0.5,1.973,0.565,74.43,315,1,same,ca_detail_1762512398038
2000,32,26,WÜSTE,0.5,2.0,0.833,47.2,9,1,same,ca_detail_1762512398038
2000,32,27,SUMPF,0.5,2.0,1.037,200.0,143,1,same,ca_detail_1762512398038
2000,32,28,GEBIRGE,0.5,2.0,1.037,200.0,159,1,same,ca_detail_1762512398038
2000,32,29,SUMPF,0.518,1.869,0.577,200.0,364,1,same,ca_detail_1762512398038
2000,32,30,OZEAN,1.187,2.0,1.059,200.0,366,1,same,ca_detail_1762512398038
2000,32,31,SUMPF,1.499,1.494,1.203,53.66,69,1,same,ca_detail_1762512398038
2000,32,32,VULKAN,2.0,1.88,1.882,75.54,3,1,same,ca_detail_1762512398038
2000,32,33,TUNDRA,1.593,1.696,1.129,30.65,31,1,same,ca_detail_1762512398038
2000,32,34,WÜSTE,0.953,1.394,1.356,0.83,13,1,same,ca_detail_1762512398038
2000,32,35,GEBIRGE,2.0,2.0,2.0,200.0,140,1,same,ca_detail_1762512398038
2000,32,36,TUNDRA,1.254,2.0,1.951,38.12,145,1,same,ca_detail_1762512398038
2000,32,37,GRASLAND,2.0,1.922,2.0,200.0,29,1,same,ca_detail_1762512398038
2000,32,38,SUMPF,1.823,2.0,1.698,200.0,283,1,same,ca_detail_1762512398038
2000,32,39,GRASLAND,1.274,1.784,2.0,164.0,30,1,same,ca_detail_1762512398038
2000,32,40,WÜSTE,0.883,1.429,2.0,92.03,1,1,same,ca_detail_1762512398038
2000,32,41,GEBIRGE,1.274,1.491,2.0,66.39,28,1,same,ca_detail_1762512398038
2000,32,42,VULKAN,1.21,2.0,1.736,39.8,7,1,same,ca_detail_1762512398038
2000,32,43,OZEAN,0.952,2.0,1.736,200.0,71,1,same,ca_detail_1762512398038
2000,32,44,WÜSTE,1.165,2.0,1.736,38.53,12,1,same,ca_detail_1762512398038
2000,32,45,GEBIRGE,1.354,2.0,1.488,200.0,458,1,same,ca_detail_1762512398038
2000,32,46,WÜSTE,2.0,2.0,1.872,61.04,21,1,same,ca_detail_1762512398038
2000,32,47,GRASLAND,1.354,2.0,2.0,200.0,116,1,same,ca_detail_1762512398038
2000,32,48,WÜSTE,1.354,2.0,2.0,55.69,10,1,same,ca_detail_1762512398038
2000,32,49,SUMPF,1.354,2.0,2.0,94.58,5,1,same,ca_detail_1762512398038
2000,33,0,VULKAN,1.058,2.0,1.489,38.43,57,1,same,ca_detail_1762512398038
2000,33,1,VULKAN,1.058,2.0,1.489,26.11,10,1,same,ca_detail_1762512398038
2000,33,2,WALD,0.5,1.226,0.633,200.0,300,1,same,ca_detail_1762512398038
2000,33,3,OZEAN,1.382,1.476,1.868,122.42,73,1,same,ca_detail_1762512398038
2000,33,4,TUNDRA,1.382,1.476,2.0,58.35,11,1,same,ca_detail_1762512398038
2000,33,5,OZEAN,0.5,1.468,0.66,99.76,89,1,same,ca_detail_1762512398038
2000,33,6,WALD,0.5,1.878,0.748,165.07,58,1,same,ca_detail_1762512398038
2000,33,7,WÜSTE,0.5,2.0,0.748,75.2,4,1,same,ca_detail_1762512398038
2000,33,8,GEBIRGE,0.622,2.0,0.966,200.0,769,1,same,ca_detail_1762512398038
2000,33,9,GEBIRGE,0.579,2.0,0.856,125.89,120,1,same,ca_detail_1762512398038
2000,33,10,GEBIRGE,0.5,2.0,0.856,74.3,19,1,same,ca_detail_1762512398038
2000,33,11,OZEAN,0.622,2.0,0.848,200.0,764,1,same,ca_detail_1762512398038
2000,33,12,TUNDRA,0.6,2.0,1.732,32.37,422,1,same,ca_detail_1762512398038
2000,33,13,SUMPF,0.5,1.134,1.402,200.0,899,1,same,ca_detail_1762512398038
2000,33,14,GRASLAND,0.763,1.842,0.959,200.0,43,1,same,ca_detail_1762512398038
2000,33,15,VULKAN,0.694,1.842,1.269,46.75,6,1,same,ca_detail_1762512398038
2000,33,16,OZEAN,1.373,2.0,0.5,200.0,532,1,same,ca_detail_1762512398038
2000,33,17,GEBIRGE,0.5,2.0,1.686,85.81,28,1,same,ca_detail_1762512398038
2000,33,18,OZEAN,1.414,2.0,0.5,200.0,408,1,same,ca_detail_1762512398038
2000,33,19,VULKAN,1.018,1.824,0.562,2.02,11,1,same,ca_detail_1762512398038
2000,33,20,GRASLAND,1.018,1.824,0.562,150.0,79,1,same,ca_detail_1762512398038
2000,33,21,TUNDRA,0.5,2.0,0.5,14.55,1016,1,same,ca_detail_1762512398038
2000,33,22,GRASLAND,0.973,1.862,0.95,200.0,316,1,same,ca_detail_1762512398038
2000,33,23,TUNDRA,0.612,1.344,0.668,64.0,6,1,same,ca_detail_1762512398038
2000,33,24,VULKAN,0.612,1.026,0.5,78.56,2,1,same,ca_detail_1762512398038
2000,33,25,GRASLAND,0.5,2.0,1.266,182.37,36,1,same,ca_detail_1762512398038
2000,33,26,TUNDRA,0.507,2.0,1.037,89.29,14,1,same,ca_detail_1762512398038
2000,33,27,TUNDRA,0.5,2.0,1.037,44.16,73,1,same,ca_detail_1762512398038
2000,33,28,OZEAN,0.5,2.0,1.037,140.73,85,1,same,ca_detail_1762512398038
2000,33,29,GEBIRGE,0.518,1.869,0.676,162.21,356,1,same,ca_detail_1762512398038
2000,33,30,VULKAN,1.499,1.494,1.203,100.0,0,1,same,ca_detail_1762512398038
2000,33,31,WALD,2.0,2.0,1.416,200.0,57,1,same,ca_detail_1762512398038
2000,33,32,WALD,1.499,2.0,1.275,200.0,217,1,same,ca_detail_1762512398038
2000,33,33,VULKAN,1.245,1.494,1.203,55.27,5,1,same,ca_detail_1762512398038
2000,33,34,GRASLAND,2.0,2.0,2.0,200.0,161,1,same,ca_detail_1762512398038
2000,33,35,WÜSTE,2.0,2.0,2.0,96.36,2,1,same,ca_detail_1762512398038
2000,33,36,WALD,2.0,2.0,2.0,190.66,103,1,same,ca_detail_1762512398038
2000,33,37,VULKAN,2.0,2.0,2.0,2.38,13,1,same,ca_detail_1762512398038
2000,33,38,WÜSTE,1.274,2.0,2.0,58.92,153,1,same,ca_detail_1762512398038
2000,33,39,VULKAN,1.274,1.784,2.0,1.21,11,1,same,ca_detail_1762512398038
2000,33,40,VULKAN,1.274,2.0,2.0,39.8,7,1,same,ca_detail_1762512398038
2000,33,41,TUNDRA,1.823,2.0,1.52,89.7,228,1,same,ca_detail_1762512398038
2000,33,42,GRASLAND,1.192,2.0,1.736,200.0,44,1,same,ca_detail_1762512398038
2000,33,43,OZEAN,2.0,1.56,2.0,200.0,298,1,same,ca_detail_1762512398038
2000,33,44,TUNDRA,0.515,2.0,1.252,162.54,637,1,same,ca_detail_1762512398038
2000,33,45,OZEAN,0.883,2.0,1.488,200.0,364,1,same,ca_detail_1762512398038
2000,33,46,SUMPF,1.354,2.0,1.543,200.0,309,1,same,ca_detail_1762512398038
2000,33,47,WALD,0.832,2.0,1.821,200.0,23,1,same,ca_detail_1762512398038
2000,33,48,OZEAN,1.354,2.0,1.874,200.0,217,1,same,ca_detail_1762512398038
2000,33,49,GRASLAND,1.354,2.0,2.0,181.0,91,1,same,ca_detail_1762512398038
2000,34,0,GEBIRGE,1.482,2.0,1.549,134.42,130,1,same,ca_detail_1762512398038
2000,34,1,GRASLAND,0.5,1.261,0.633,200.0,361,1,same,ca_detail_1762512398038
2000,34,2,OZEAN,1.482,2.0,2.0,200.0,215,1,same,ca_detail_1762512398038
2000,34,3,WALD,1.382,1.476,1.868,150.0,108,1,same,ca_detail_1762512398038
2000,34,4,GEBIRGE,0.999,1.837,1.868,108.23,51,1,same,ca_detail_1762512398038
2000,34,5,VULKAN,0.5,1.287,0.748,69.97,3,1,same,ca_detail_1762512398038
2000,34,6,OZEAN,0.668,1.891,0.594,200.0,324,1,same,ca_detail_1762512398038
2000,34,7,OZEAN,0.5,1.312,0.748,106.85,39,1,same,ca_detail_1762512398038
2000,34,8,GRASLAND,0.5,2.0,1.373,200.0,175,1,same,ca_detail_1762512398038
2000,34,9,WALD,0.692,1.584,0.675,200.0,345,1,same,ca_detail_1762512398038
2000,34,10,SUMPF,0.5,2.0,0.609,200.0,1375,1,same,ca_detail_1762512398038
2000,34,11,TUNDRA,0.5,2.0,1.373,39.03,187,1,same,ca_detail_1762512398038
2000,34,12,WALD,0.5,2.0,1.65,200.0,396,1,same,ca_detail_1762512398038
2000,34,13,WALD,0.547,1.335,2.0,187.52,109,1,same,ca_detail_1762512398038
2000,34,14,OZEAN,1.0,1.311,1.0,200.0,1997,1,same,ca_detail_1762512398038
2000,34,15,WALD,0.5,2.0,1.556,200.0,327,1,same,ca_detail_1762512398038
2000,34,16,WALD,0.5,2.0,1.556,200.0,269,1,same,ca_detail_1762512398038
2000,34,17,VULKAN,0.5,2.0,1.686,39.8,7,1,same,ca_detail_1762512398038
2000,34,18,TUNDRA,0.5,2.0,1.507,86.72,470,1,same,ca_detail_1762512398038
2000,34,19,WÜSTE,1.018,1.824,0.5,100.0,0,1,same,ca_detail_1762512398038
2000,34,20,WALD,1.018,2.0,0.619,200.0,173,1,same,ca_detail_1762512398038
2000,34,21,OZEAN,0.754,1.591,0.95,200.0,407,1,same,ca_detail_1762512398038
2000,34,22,GEBIRGE,0.973,2.0,0.95,200.0,203,1,same,ca_detail_1762512398038
2000,34,23,WALD,0.674,1.344,0.668,65.69,17,1,same,ca_detail_1762512398038
2000,34,24,WÜSTE,0.507,1.344,0.668,0.85,12,1,same,ca_detail_1762512398038
2000,34,25,SUMPF,0.973,2.0,0.95,200.0,187,1,same,ca_detail_1762512398038
2000,34,26,WÜSTE,0.5,2.0,1.266,13.2,14,1,same,ca_detail_1762512398038
2000,34,27,VULKAN,0.5,2.0,1.037,91.4,1,1,same,ca_detail_1762512398038
2000,34,28,SUMPF,0.5,1.806,1.031,200.0,286,1,same,ca_detail_1762512398038
2000,34,29,TUNDRA,0.5,2.0,0.642,13.43,72,1,same,ca_detail_1762512398038
2000,34,30,TUNDRA,1.499,2.0,1.275,64.5,84,1,same,ca_detail_1762512398038
2000,34,31,WÜSTE,2.0,1.802,1.416,14.53,26,1,same,ca_detail_1762512398038
2000,34,32,GEBIRGE,1.065,2.0,1.275,200.0,183,1,same,ca_detail_1762512398038
2000,34,33,OZEAN,2.0,2.0,1.958,200.0,275,1,same,ca_detail_1762512398038
2000,34,34,VULKAN,1.886,1.417,2.0,51.45,5,1,same,ca_detail_1762512398038
2000,34,35,GEBIRGE,0.66,2.0,0.611,200.0,900,1,same,ca_detail_1762512398038
2000,34,36,WÜSTE,2.0,2.0,2.0,74.49,14,1,same,ca_detail_1762512398038
2000,34,37,TUNDRA,1.813,1.828,1.958,88.6,479,1,same,ca_detail_1762512398038
2000,34,38,GRASLAND,0.5,1.812,1.077,200.0,866,1,same,ca_detail_1762512398038
2000,34,39,SUMPF,1.013,1.923,1.565,200.0,332,1,same,ca_detail_1762512398038
2000,34,40,OZEAN,1.274,2.0,1.815,141.57,37,1,same,ca_detail_1762512398038
2000,34,41,WALD,1.823,2.0,1.52,200.0,257,1,same,ca_detail_1762512398038
2000,34,42,GEBIRGE,2.0,1.56,2.0,200.0,354,1,same,ca_detail_1762512398038
2000,34,43,TUNDRA,2.0,1.56,2.0,66.65,187,1,same,ca_detail_1762512398038
2000,34,44,TUNDRA,2.0,2.0,2.0,200.0,563,1,same,ca_detail_1762512398038
2000,34,45,GRASLAND,0.883,1.389,1.488,200.0,275,1,same,ca_detail_1762512398038
2000,34,46,SUMPF,0.755,2.0,1.385,200.0,985,1,same,ca_detail_1762512398038
2000,34,47,WÜSTE,0.979,2.0,1.543,62.68,291,1,same,ca_detail_1762512398038
2000,34,48,SUMPF,0.5,1.715,1.253,200.0,607,1,same,ca_detail_1762512398038
2000,34,49,VULKAN,1.842,2.0,2.0,84.32,2,1,same,ca_detail_1762512398038
2000,35,0,VULKAN,1.493,1.74,2.0,63.75,4,1,same,ca_detail_1762512398038
2000,35,1,TUNDRA,1.354,2.0,2.0,99.12,27,1,same,ca_detail_1762512398038
2000,35,2,TUNDRA,1.382,2.0,2.0,97.36,91,1,same,ca_detail_1762512398038
2000,35,3,SUMPF,1.144,2.0,2.0,200.0,96,1,same,ca_detail_1762512398038
2000,35,4,VULKAN,0.951,1.476,1.172,100.0,0,1,same,ca_detail_1762512398038
2000,35,5,TUNDRA,0.999,1.807,2.0,59.99,30,1,same,ca_detail_1762512398038
2000,35,6,TUNDRA,0.5,2.0,1.373,183.85,108,1,same,ca_detail_1762512398038
2000,35,7,OZEAN,0.658,2.0,0.675,200.0,400,1,same,ca_detail_1762512398038
2000,35,8,SUMPF,0.622,2.0,0.757,200.0,798,1,same,ca_detail_1762512398038
2000,35,9,WÜSTE,0.5,1.306,0.98,49.62,6,1,same,ca_detail_1762512398038
2000,35,10,VULKAN,0.5,1.474,0.98,71.24,3,1,same,ca_detail_1762512398038
2000,35,11,GRASLAND,0.5,1.67,1.377,200.0,132,1,same,ca_detail_1762512398038
2000,35,12,GEBIRGE,0.5,2.0,1.65,146.95,154,1,same,ca_detail_1762512398038
2000,35,13,WALD,0.547,1.335,2.0,87.52,4,1,same,ca_detail_1762512398038
2000,35,14,GEBIRGE,0.5,2.0,1.65,200.0,621,1,same,ca_detail_1762512398038
2000,35,15,TUNDRA,0.5,2.0,1.507,28.81,240,1,same,ca_detail_1762512398038
2000,35,16,SUMPF,0.5,2.0,1.448,200.0,540,1,same,ca_detail_1762512398038
2000,35,17,WÜSTE,0.763,1.979,1.321,100.0,0,1,same,ca_detail_1762512398038
2000,35,18,WÜSTE,0.647,2.0,1.321,78.2,4,1,same,ca_detail_1762512398038
2000,35,19,TUNDRA,1.109,2.0,0.5,16.16,65,1,same,ca_detail_1762512398038
2000,35,20,GRASLAND,0.729,2.0,0.5,150.0,60,1,same,ca_detail_1762512398038
2000,35,21,GRASLAND,0.729,2.0,0.5,181.0,5,1,same,ca_detail_1762512398038
2000,35,22,GEBIRGE,0.754,1.591,0.95,192.51,376,1,same,ca_detail_1762512398038
2000,35,23,VULKAN,2.0,1.586,0.818,125.13,377,1,same,ca_detail_1762512398038
2000,35,24,WÜSTE,0.674,1.344,0.5,100.0,0,1,same,ca_detail_1762512398038
2000,35,25,TUNDRA,0.852,1.408,1.39,85.96,3,1,same,ca_detail_1762512398038
2000,35,26,TUNDRA,0.664,1.747,1.049,40.12,27,1,same,ca_detail_1762512398038
2000,35,27,GRASLAND,0.5,1.747,1.003,200.0,93,1,same,ca_detail_1762512398038
2000,35,28,WÜSTE,0.5,2.0,0.657,0.8,16,1,same,ca_detail_1762512398038
2000,35,29,WALD,0.5,2.0,0.813,200.0,66,1,same,ca_detail_1762512398038
2000,35,30,WÜSTE,0.5,2.0,0.816,75.2,4,1,same,ca_detail_1762512398038
2000,35,31,GEBIRGE,1.499,2.0,1.275,200.0,186,1,same,ca_detail_1762512398038
2000,35,32,GEBIRGE,0.5,2.0,1.499,200.0,633,1,same,ca_detail_1762512398038
2000,35,33,GEBIRGE,0.566,2.0,0.735,200.0,414,1,same,ca_detail_1762512398038
2000,35,34,OZEAN,1.671,2.0,2.0,200.0,110,1,same,ca_detail_1762512398038
2000,35,35,WALD,1.671,2.0,2.0,200.0,113,1,same,ca_detail_1762512398038
