Anpassung,Effizienz,Mobilität,Energie,Alter,Umgebung,Kategorie
0.624,2.0,2.0,48.4,6,VULKAN,same
0.956,2.0,1.797,100.0,0,VULKAN,same
0.956,2.0,1.423,53.1,8,WÜSTE,same
0.716,2.0,1.233,100.0,0,VULKAN,same
0.83,2.0,1.552,105.0,1,GEBIRGE,same
0.769,2.0,0.822,200.0,575,OZEAN,same
0.662,1.806,1.04,190.03,128,SUMPF,same
1.035,2.0,1.539,200.0,959,OZEAN,same
0.662,1.547,1.04,40.71,15,TUNDRA,same
0.782,1.788,0.523,1.3,11,VULKAN,same
0.662,1.424,0.528,200.0,232,WALD,same
0.547,2.0,1.138,75.2,4,WÜSTE,same
0.735,2.0,1.071,186.26,33,WALD,same
0.838,2.0,0.5,200.0,1229,OZEAN,same
0.547,2.0,1.489,98.77,4,TUNDRA,same
0.813,1.949,1.562,74.97,44,TUNDRA,same
0.813,1.949,1.562,104.46,96,GEBIRGE,same
0.806,2.0,0.5,200.0,277,GEBIRGE,same
0.752,2.0,1.685,65.6,4,VULKAN,same
0.6,2.0,1.685,14.0,10,VULKAN,same
0.5,1.864,0.5,200.0,651,GRASLAND,same
0.741,2.0,1.932,74.2,3,VULKAN,same
0.558,1.369,0.695,200.0,615,SUMPF,same
0.741,2.0,2.0,200.0,311,GEBIRGE,same
0.861,2.0,1.676,200.0,509,GEBIRGE,same
0.725,2.0,1.802,200.0,730,WALD,same
0.808,1.683,1.917,200.0,132,SUMPF,same
0.808,1.684,1.917,32.67,30,TUNDRA,same
0.672,1.606,1.798,25.46,8,VULKAN,same
0.632,1.606,1.798,136.52,51,GRASLAND,same
0.601,1.839,2.0,166.48,474,GEBIRGE,same
0.5,2.0,1.838,83.58,150,TUNDRA,same
0.5,2.0,1.647,200.0,1925,SUMPF,same
0.5,2.0,0.635,200.0,1915,GRASLAND,same
0.5,1.998,1.05,200.0,421,GRASLAND,same
0.5,1.712,1.05,200.0,373,GRASLAND,same
1.338,2.0,1.489,106.61,57,SUMPF,same
0.971,2.0,1.827,22.6,9,VULKAN,same
0.971,2.0,2.0,77.79,4,WÜSTE,same
0.971,2.0,1.691,200.0,128,WALD,same
0.971,2.0,1.691,87.18,93,TUNDRA,same
0.971,2.0,1.318,154.66,52,GEBIRGE,same
1.435,2.0,2.0,198.62,1409,TUNDRA,same
0.97,1.909,0.617,200.0,1705,GEBIRGE,same
2.0,1.632,2.0,200.0,364,WALD,same
2.0,2.0,0.834,200.0,101,GRASLAND,same
2.0,2.0,2.0,20.79,288,WÜSTE,same
2.0,2.0,1.763,52.82,48,TUNDRA,same
1.249,1.898,2.0,200.0,49,GRASLAND,same
2.0,2.0,2.0,200.0,219,GEBIRGE,same
0.956,1.871,2.0,29.41,8,VULKAN,same
0.956,2.0,2.0,200.0,31,GRASLAND,same
0.931,2.0,2.0,200.0,22,GRASLAND,same
1.747,2.0,1.446,200.0,216,GEBIRGE,same
1.906,1.585,1.726,200.0,245,SUMPF,same
2.0,2.0,2.0,184.98,377,VULKAN,same
0.662,1.96,0.794,200.0,387,OZEAN,same
0.662,1.547,1.04,200.0,179,GRASLAND,same
0.5,1.935,1.004,200.0,1391,SUMPF,same
0.662,1.547,1.04,200.0,66,WALD,same
0.662,1.424,0.528,200.0,148,SUMPF,same
0.735,2.0,1.071,82.8,2,VULKAN,same
0.689,2.0,0.5,200.0,1187,WALD,same
0.538,1.445,0.5,200.0,228,SUMPF,same
0.652,1.445,0.584,200.0,457,WALD,same
1.076,2.0,1.562,118.1,60,GRASLAND,same
0.5,1.646,0.536,200.0,404,WALD,same
0.763,2.0,1.685,39.17,10,WÜSTE,same
0.6,2.0,1.685,119.82,91,SUMPF,same
0.752,2.0,1.685,182.08,122,SUMPF,same
0.5,1.369,0.695,200.0,669,GRASLAND,same
0.741,2.0,1.445,170.12,111,SUMPF,same
0.741,2.0,2.0,200.0,143,OZEAN,same
0.973,1.736,2.0,200.0,266,GRASLAND,same
0.571,2.0,1.306,0.8,16,WÜSTE,same
0.5,2.0,2.0,200.0,885,OZEAN,same
0.661,1.754,1.802,200.0,364,GRASLAND,same
0.726,2.0,1.801,48.54,55,TUNDRA,same
0.632,1.606,1.798,72.05,3,VULKAN,same
0.632,1.159,1.798,58.32,42,OZEAN,same
0.632,1.606,1.798,100.0,0,WALD,same
0.601,1.839,2.0,144.41,372,GEBIRGE,same
0.5,1.712,1.05,143.41,572,TUNDRA,same
0.5,1.906,0.635,200.0,1921,OZEAN,same
0.5,1.998,1.05,200.0,171,WALD,same
1.517,2.0,1.489,14.0,10,VULKAN,same
1.338,2.0,1.489,65.6,4,VULKAN,same
0.971,2.0,2.0,83.03,76,GEBIRGE,same
0.971,2.0,2.0,200.0,111,WALD,same
0.971,2.0,1.691,200.0,97,GRASLAND,same
0.971,2.0,1.306,200.0,49,WALD,same
0.971,2.0,1.318,137.1,2,WALD,same
1.63,1.822,2.0,200.0,1208,WALD,same
2.0,1.632,2.0,200.0,255,WALD,same
2.0,2.0,2.0,200.0,850,GEBIRGE,same
1.826,1.632,2.0,200.0,251,SUMPF,same
2.0,2.0,0.834,24.14,9,VULKAN,same
1.584,2.0,1.569,200.0,842,SUMPF,same
1.249,1.898,1.547,22.14,14,WÜSTE,same
1.068,1.898,2.0,3.46,11,VULKAN,same
0.993,2.0,1.146,200.0,450,SUMPF,same
2.0,2.0,2.0,74.34,187,TUNDRA,same
2.0,2.0,2.0,200.0,166,GRASLAND,same
1.173,2.0,2.0,57.0,5,VULKAN,same
2.0,2.0,2.0,61.41,262,WÜSTE,same
0.509,2.0,0.704,31.2,8,VULKAN,same
0.662,1.547,1.04,26.54,38,GEBIRGE,same
0.662,1.96,0.6,200.0,320,WALD,same
0.662,1.547,1.04,82.56,76,SUMPF,same
0.5,2.0,0.5,0.44,272,TUNDRA,same
0.662,1.184,1.04,46.9,6,WÜSTE,same
0.5,2.0,0.5,200.0,219,WALD,same
0.718,1.949,1.817,88.31,26,TUNDRA,same
0.796,1.949,1.562,195.63,102,SUMPF,same
0.823,1.949,1.562,62.48,66,TUNDRA,same
1.076,2.0,1.511,83.51,3,WÜSTE,same
0.813,1.949,1.562,139.19,127,VULKAN,same
0.5,1.646,0.61,200.0,638,GRASLAND,same
0.763,2.0,1.685,186.36,102,WALD,same
0.6,1.426,1.16,22.47,8,VULKAN,same
0.712,1.513,1.762,149.33,96,OZEAN,same
0.712,2.0,1.762,179.61,46,GEBIRGE,same
0.741,1.854,1.445,20.44,12,WÜSTE,same
0.5,1.589,1.306,100.0,0,VULKAN,same
0.571,2.0,1.306,90.57,81,SUMPF,same
0.726,2.0,1.801,200.0,133,GRASLAND,same
0.669,2.0,1.235,200.0,1033,GEBIRGE,same
0.726,2.0,1.167,62.41,62,TUNDRA,same
0.766,1.296,1.801,77.65,39,OZEAN,same
0.632,1.547,1.714,69.68,4,WÜSTE,same
0.623,1.606,1.604,90.68,1,VULKAN,same
0.632,1.606,1.798,110.02,20,WALD,same
0.5,1.998,1.05,200.0,158,WALD,same
0.5,1.998,1.05,200.0,251,SUMPF,same
0.5,1.603,1.05,164.07,65,SUMPF,same
0.5,1.998,1.05,71.83,319,TUNDRA,same
1.491,1.573,1.643,24.93,8,VULKAN,same
0.536,2.0,1.456,200.0,247,SUMPF,same
0.5,2.0,1.456,200.0,338,OZEAN,same
1.207,1.863,2.0,85.68,74,GEBIRGE,same
0.5,2.0,1.456,200.0,309,WALD,same
0.736,2.0,1.306,89.27,22,GEBIRGE,same
0.971,2.0,1.691,174.2,373,VULKAN,same
1.08,2.0,1.821,200.0,255,SUMPF,same
2.0,2.0,2.0,200.0,576,TUNDRA,same
1.826,1.632,2.0,200.0,220,SUMPF,same
1.826,1.632,1.467,72.2,3,VULKAN,same
2.0,2.0,1.441,200.0,1068,GEBIRGE,same
1.152,2.0,1.569,200.0,787,WALD,same
2.0,2.0,1.878,200.0,24,SUMPF,same
2.0,2.0,1.891,200.0,577,OZEAN,same
2.0,1.595,1.506,200.0,1489,WALD,same
0.608,0.983,0.752,200.0,1920,WALD,same
1.285,2.0,1.146,200.0,405,WALD,same
0.509,2.0,0.704,163.06,127,OZEAN,same
1.562,1.585,1.809,113.14,227,GEBIRGE,same
0.678,2.0,1.04,112.99,116,OZEAN,same
0.662,1.909,1.04,101.86,2,GEBIRGE,same
0.721,1.547,1.04,200.0,18,WALD,same
1.426,2.0,1.423,36.6,840,VULKAN,same
0.898,2.0,2.0,95.16,68,TUNDRA,same
0.5,2.0,0.511,170.22,94,GEBIRGE,same
0.5,2.0,0.5,200.0,196,SUMPF,same
0.668,1.949,1.562,30.5,8,VULKAN,same
0.796,1.949,1.562,200.0,27,OZEAN,same
0.652,1.564,0.584,200.0,414,WALD,same
0.813,2.0,1.562,200.0,251,GRASLAND,same
0.5,2.0,1.403,87.6,2,WÜSTE,same
0.763,2.0,1.685,94.5,30,TUNDRA,same
1.569,1.479,1.0,200.0,1923,OZEAN,same
0.5,1.864,0.5,200.0,681,GEBIRGE,same
0.712,1.513,1.219,91.12,34,SUMPF,same
0.5,1.864,0.5,102.1,702,TUNDRA,same
0.741,2.0,1.306,31.8,11,WÜSTE,same
0.571,2.0,1.306,189.27,34,SUMPF,same
0.726,2.0,1.801,200.0,136,WALD,same
0.726,2.0,1.801,200.0,119,GRASLAND,same
0.726,2.0,1.556,131.71,75,OZEAN,same
0.798,2.0,1.556,57.0,5,VULKAN,same
0.925,1.665,1.265,115.61,46,SUMPF,same
0.5,1.565,2.0,22.45,153,WÜSTE,same
0.5,2.0,1.838,190.6,179,WÜSTE,same
0.5,2.0,1.053,67.91,43,TUNDRA,same
0.5,1.459,1.05,200.0,57,WALD,same
0.549,1.904,1.05,95.93,3,TUNDRA,same
1.491,2.0,2.0,51.55,115,TUNDRA,same
1.491,1.573,2.0,113.38,55,OZEAN,same
1.491,2.0,2.0,200.0,65,SUMPF,same
0.558,1.75,1.456,200.0,658,WALD,same
0.5,2.0,1.456,200.0,259,SUMPF,same
1.835,2.0,1.734,76.18,3,VULKAN,same
1.269,2.0,0.929,200.0,299,GEBIRGE,same
0.595,2.0,1.306,96.76,7,TUNDRA,same
1.269,2.0,1.288,200.0,405,WALD,same
2.0,1.388,0.549,200.0,1169,GRASLAND,same
1.951,2.0,1.827,200.0,419,SUMPF,same
1.826,1.632,1.467,146.41,103,WALD,same
2.0,1.632,2.0,200.0,133,SUMPF,same
1.004,1.882,1.815,200.0,550,OZEAN,same
1.311,2.0,0.702,200.0,1232,WALD,same
2.0,2.0,2.0,170.85,184,WÜSTE,same
0.792,1.882,1.91,200.0,580,GRASLAND,same
1.703,2.0,0.75,200.0,359,WALD,same
0.662,2.0,0.704,200.0,199,WALD,same
0.662,2.0,0.704,200.0,282,GEBIRGE,same
1.395,2.0,1.386,198.33,787,TUNDRA,same
0.515,2.0,1.07,200.0,1202,GEBIRGE,same
0.515,1.888,1.185,200.0,1419,WALD,same
1.426,2.0,1.423,200.0,837,WALD,same
0.898,2.0,2.0,200.0,146,GEBIRGE,same
1.321,2.0,2.0,200.0,168,OZEAN,same
0.5,2.0,0.5,200.0,77,WALD,same
0.5,1.982,0.918,200.0,1321,OZEAN,same
1.001,1.889,1.539,200.0,723,WALD,same
0.5,1.982,0.918,200.0,1411,SUMPF,same
0.664,1.692,1.115,200.0,582,OZEAN,same
0.659,2.0,1.384,200.0,187,GEBIRGE,same
0.763,2.0,1.483,86.85,43,TUNDRA,same
0.763,2.0,1.685,186.36,54,WALD,same
0.692,2.0,1.269,200.0,404,GEBIRGE,same
1.205,1.85,2.0,200.0,172,SUMPF,same
0.712,1.513,1.219,53.85,6,WÜSTE,same
0.712,1.333,1.021,8.67,11,WÜSTE,same
0.571,2.0,1.349,57.0,5,VULKAN,same
0.571,2.0,1.306,10.0,15,WÜSTE,same
0.726,2.0,2.0,200.0,119,GRASLAND,same
0.726,2.0,1.801,133.95,76,GEBIRGE,same
0.726,2.0,1.556,90.24,38,TUNDRA,same
0.726,2.0,1.547,44.2,9,WÜSTE,same
0.765,2.0,1.743,43.17,105,TUNDRA,same
0.925,1.542,1.265,24.02,10,WÜSTE,same
0.601,2.0,2.0,2.22,1920,VULKAN,same
0.5,1.459,1.05,13.44,11,WÜSTE,same
0.5,1.998,1.05,161.77,217,TUNDRA,same
0.5,1.459,1.43,57.54,10,TUNDRA,same
1.491,1.573,2.0,0.88,15,WÜSTE,same
1.491,2.0,2.0,200.0,184,GEBIRGE,same
1.491,2.0,2.0,49.94,243,TUNDRA,same
1.491,2.0,2.0,45.06,14,WÜSTE,same
1.835,2.0,1.734,198.6,81,GRASLAND,same
0.909,1.549,1.258,200.0,1284,SUMPF,same
0.971,2.0,1.306,177.55,25,GRASLAND,same
1.269,2.0,0.929,200.0,224,WALD,same
1.656,2.0,1.517,24.08,9,VULKAN,same
1.723,1.632,2.0,200.0,222,WALD,same
1.826,1.632,1.467,100.0,0,TUNDRA,same
2.0,1.632,1.954,35.13,7,VULKAN,same
2.0,2.0,0.805,200.0,1334,WALD,same
2.0,2.0,2.0,200.0,1036,TUNDRA,same
1.004,1.882,1.872,200.0,551,GRASLAND,same
0.701,1.233,2.0,200.0,331,SUMPF,same
1.703,2.0,0.75,200.0,261,GEBIRGE,same
0.545,2.0,0.5,2.56,74,TUNDRA,same
0.693,2.0,0.704,156.6,162,WÜSTE,same
1.127,2.0,2.0,200.0,949,SUMPF,same
0.689,2.0,1.262,200.0,1830,WALD,same
0.95,1.479,1.618,200.0,504,SUMPF,same
1.32,1.988,1.061,200.0,1395,SUMPF,same
1.321,2.0,1.469,200.0,507,WALD,same
1.321,1.988,2.0,97.52,81,GEBIRGE,same
1.485,2.0,2.0,173.38,64,SUMPF,same
0.5,2.0,0.5,200.0,1404,GRASLAND,same
0.5,2.0,0.5,39.8,7,VULKAN,same
1.18,1.729,0.918,200.0,1662,SUMPF,same
1.0,0.968,0.812,200.0,1932,GRASLAND,same
0.664,2.0,1.115,200.0,591,GEBIRGE,same
0.664,2.0,1.115,14.0,673,WÜSTE,same
0.763,2.0,1.613,82.8,2,VULKAN,same
0.5,2.0,1.384,46.47,136,TUNDRA,same
0.813,2.0,1.384,200.0,395,OZEAN,same
0.561,2.0,0.93,200.0,473,OZEAN,same
1.413,1.85,2.0,194.03,37,GRASLAND,same
1.413,2.0,2.0,74.2,3,VULKAN,same
0.852,2.0,2.0,68.61,32,GEBIRGE,same
0.726,2.0,2.0,104.64,31,GEBIRGE,same
0.956,1.33,2.0,132.26,11,SUMPF,same
0.726,2.0,1.556,0.8,16,WÜSTE,same
0.726,2.0,2.0,85.76,38,GEBIRGE,same
1.0,2.0,2.0,39.8,7,VULKAN,same
0.852,2.0,1.802,200.0,296,GEBIRGE,same
0.5,2.0,1.379,200.0,195,OZEAN,same
0.5,2.0,0.982,38.0,10,WÜSTE,same
0.5,1.111,1.379,84.6,3,GEBIRGE,same
0.5,1.459,1.05,71.57,18,OZEAN,same
1.156,1.716,0.979,200.0,468,OZEAN,same
1.94,1.207,1.734,200.0,233,SUMPF,same
1.492,2.0,1.734,200.0,359,SUMPF,same
1.491,2.0,2.0,200.0,80,WALD,same
1.967,2.0,1.147,49.2,117,TUNDRA,same
1.835,2.0,1.888,200.0,52,GEBIRGE,same
1.269,1.115,0.929,200.0,187,WALD,same
0.926,1.82,1.464,200.0,959,OZEAN,same
1.125,1.335,1.52,110.93,1167,VULKAN,same
2.0,1.309,0.636,200.0,1255,WALD,same
1.951,2.0,1.827,200.0,382,OZEAN,same
1.656,2.0,1.827,200.0,351,GRASLAND,same
2.0,2.0,1.827,58.87,22,WÜSTE,same
2.0,2.0,2.0,200.0,722,OZEAN,same
1.528,2.0,0.75,200.0,119,GEBIRGE,same
1.528,2.0,0.546,156.3,57,GEBIRGE,same
1.348,2.0,0.71,14.0,10,VULKAN,same
1.703,2.0,0.75,200.0,211,GEBIRGE,same
0.5,2.0,0.5,200.0,164,GRASLAND,same
0.693,2.0,0.704,200.0,6,WALD,same
1.347,2.0,1.249,200.0,440,SUMPF,same
1.347,1.647,0.887,81.52,2,VULKAN,same
1.347,1.647,0.887,75.91,82,OZEAN,same
0.728,1.75,0.733,200.0,463,SUMPF,same
1.485,2.0,2.0,57.16,5,VULKAN,same
0.853,1.988,2.0,47.1,9,WÜSTE,same
1.964,2.0,2.0,155.64,14,OZEAN,same
1.06,2.0,1.607,200.0,484,GEBIRGE,same
0.606,1.799,1.165,200.0,774,GRASLAND,same
0.555,2.0,1.115,200.0,372,WALD,same
0.813,2.0,1.384,200.0,169,SUMPF,same
0.813,2.0,1.384,200.0,180,WALD,same
0.813,2.0,1.384,200.0,213,GRASLAND,same
0.813,2.0,1.384,54.77,118,TUNDRA,same
0.5,2.0,0.831,200.0,719,SUMPF,same
1.262,1.343,2.0,113.05,32,SUMPF,same
0.955,1.85,2.0,200.0,215,OZEAN,same
1.205,1.85,2.0,18.08,83,TUNDRA,same
1.279,2.0,2.0,14.0,10,VULKAN,same
0.834,2.0,2.0,91.4,1,VULKAN,same
0.852,2.0,2.0,81.53,110,GEBIRGE,same
0.549,2.0,1.801,96.8,227,VULKAN,same
1.093,2.0,2.0,200.0,171,OZEAN,same
1.0,2.0,2.0,163.4,40,GRASLAND,same
1.551,2.0,1.631,81.91,1084,TUNDRA,same
0.5,2.0,1.379,177.99,79,SUMPF,same
0.5,1.645,1.379,187.72,76,GRASLAND,same
0.5,1.645,1.379,34.58,9,WÜSTE,same
0.5,1.645,1.379,40.1,21,VULKAN,same
1.312,2.0,1.445,182.01,590,TUNDRA,same
0.977,1.716,1.006,200.0,363,GRASLAND,same
1.586,2.0,2.0,21.85,22,WÜSTE,same
1.491,2.0,2.0,151.56,57,GEBIRGE,same
1.491,1.953,2.0,56.6,5,VULKAN,same
2.0,2.0,1.888,48.19,28,WÜSTE,same
1.346,1.814,1.961,200.0,561,SUMPF,same
1.908,2.0,2.0,200.0,357,SUMPF,same
0.916,1.549,0.904,200.0,1503,SUMPF,same
1.269,2.0,0.861,200.0,198,OZEAN,same
1.656,2.0,1.517,200.0,64,WALD,same
1.682,2.0,1.205,37.0,137,TUNDRA,same
1.656,2.0,1.593,21.37,23,WÜSTE,same
1.656,2.0,1.827,200.0,59,OZEAN,same
1.656,2.0,1.827,1.36,285,WÜSTE,same
2.0,1.562,0.636,200.0,1075,OZEAN,same
1.528,2.0,0.75,188.72,60,OZEAN,same
1.472,2.0,0.75,134.28,199,TUNDRA,same
1.246,1.11,1.261,85.54,2,TUNDRA,same
1.246,1.999,1.261,58.18,8,WÜSTE,same
1.0,1.014,0.69,200.0,1652,GRASLAND,same
0.693,2.0,0.704,161.45,84,SUMPF,same
1.413,1.647,0.887,78.21,3,WÜSTE,same
1.347,2.0,0.887,200.0,207,WALD,same
1.347,1.647,0.887,200.0,193,OZEAN,same
1.485,2.0,2.0,59.19,8,WÜSTE,same
2.0,2.0,2.0,62.45,5,VULKAN,same
2.0,2.0,2.0,85.42,8,WÜSTE,same
0.868,2.0,2.0,174.45,116,SUMPF,same
0.5,2.0,1.115,200.0,421,GRASLAND,same
0.664,2.0,1.115,86.31,516,TUNDRA,same
0.781,2.0,1.384,200.0,135,SUMPF,same
0.661,2.0,1.387,87.6,2,WÜSTE,same
0.781,2.0,1.063,78.95,29,TUNDRA,same
0.853,2.0,1.384,191.99,251,TUNDRA,same
1.109,1.85,2.0,75.64,4,WÜSTE,same
1.109,1.85,2.0,14.75,14,WÜSTE,same
1.109,1.414,1.288,2.81,10,VULKAN,same
1.247,1.85,2.0,145.5,123,OZEAN,same
0.852,2.0,2.0,77.7,37,TUNDRA,same
0.549,1.671,1.801,200.0,164,GRASLAND,same
0.5,2.0,1.32,92.36,50,SUMPF,same
1.13,2.0,1.295,114.72,1322,TUNDRA,same
1.0,2.0,2.0,89.03,2,WÜSTE,same
1.093,2.0,1.802,200.0,174,OZEAN,same
1.0,2.0,2.0,57.0,5,VULKAN,same
0.5,1.661,0.872,49.48,7,WÜSTE,same
0.5,1.212,1.379,87.6,117,SUMPF,same
0.5,1.99,0.913,100.05,39,GEBIRGE,same
2.0,2.0,2.0,200.0,209,WALD,same
1.913,1.975,2.0,82.64,166,TUNDRA,same
1.94,1.722,1.323,14.72,40,TUNDRA,same
1.94,2.0,1.323,200.0,140,SUMPF,same
2.0,2.0,1.276,200.0,1915,SUMPF,same
1.491,2.0,1.607,39.8,7,VULKAN,same
1.491,2.0,2.0,200.0,25,WALD,same
0.916,2.0,0.904,200.0,1263,GRASLAND,same
1.602,2.0,2.0,200.0,261,TUNDRA,same
2.0,2.0,2.0,200.0,611,TUNDRA,same
2.0,2.0,2.0,200.0,472,WALD,same
1.988,2.0,1.517,83.41,8,WÜSTE,same
1.301,2.0,1.517,8.51,19,WÜSTE,same
1.656,2.0,1.827,200.0,173,GEBIRGE,same
1.941,1.49,1.827,145.86,266,GEBIRGE,same
1.656,2.0,1.827,17.23,25,WÜSTE,same
1.703,2.0,0.75,141.19,205,TUNDRA,same
1.656,2.0,2.0,200.0,332,OZEAN,same
1.528,2.0,0.551,65.6,4,VULKAN,same
0.5,2.0,0.5,69.83,81,GEBIRGE,same
1.246,1.595,1.261,161.84,40,WALD,same
0.91,2.0,0.5,14.0,10,VULKAN,same
1.296,2.0,1.984,72.04,924,TUNDRA,same
0.693,2.0,0.704,184.79,71,OZEAN,same
0.693,2.0,0.5,69.0,5,WÜSTE,same
1.177,1.915,1.249,200.0,505,OZEAN,same
1.347,1.647,0.887,106.08,144,GEBIRGE,same
1.321,2.0,1.362,80.68,53,TUNDRA,same
0.868,2.0,2.0,30.65,12,WÜSTE,same
0.606,2.0,2.0,81.4,3,WÜSTE,same
0.868,2.0,2.0,200.0,97,GRASLAND,same
0.5,2.0,1.115,200.0,305,WALD,same
0.781,2.0,1.387,48.4,6,VULKAN,same
0.781,2.0,1.387,177.46,107,WALD,same
0.889,1.987,0.97,200.0,721,SUMPF,same
1.023,2.0,1.253,200.0,971,OZEAN,same
1.109,1.85,2.0,200.0,13,WALD,same
1.109,1.85,2.0,200.0,66,GRASLAND,same
1.109,1.85,2.0,200.0,72,WALD,same
1.109,1.85,2.0,37.97,7,VULKAN,same
0.672,2.0,0.689,200.0,364,GEBIRGE,same
0.5,1.581,1.32,81.27,2,VULKAN,same
0.5,1.581,1.32,32.76,9,WÜSTE,same
0.542,1.368,0.898,200.0,565,SUMPF,same
1.381,2.0,1.802,87.02,152,TUNDRA,same
0.848,1.744,0.607,200.0,637,SUMPF,same
0.848,1.744,0.607,200.0,512,SUMPF,same
0.862,2.0,1.802,166.2,73,GRASLAND,same
0.862,2.0,1.802,118.35,1,WALD,same
0.5,1.212,1.379,65.03,4,WÜSTE,same
1.625,2.0,2.0,58.52,5,VULKAN,same
1.625,1.495,2.0,86.79,2,WÜSTE,same
1.94,1.732,1.721,92.49,98,GEBIRGE,same
2.0,2.0,1.323,151.05,101,OZEAN,same
2.0,2.0,1.323,93.44,3,WÜSTE,same
1.346,2.0,1.961,200.0,487,GRASLAND,same
1.63,1.703,2.0,169.79,178,GEBIRGE,same
1.492,1.871,1.734,200.0,320,WALD,same
1.602,2.0,2.0,200.0,296,GRASLAND,same
2.0,2.0,2.0,200.0,446,GRASLAND,same
1.656,2.0,1.683,200.0,17,OZEAN,same
1.26,2.0,1.13,200.0,796,GEBIRGE,same
1.656,2.0,1.517,200.0,60,GRASLAND,same
1.26,2.0,1.747,178.83,926,TUNDRA,same
1.656,2.0,2.0,181.31,68,GEBIRGE,same
2.0,1.88,1.242,200.0,684,GRASLAND,same
1.769,2.0,0.59,40.72,15,WÜSTE,same
1.769,2.0,0.75,5.4,11,VULKAN,same
0.5,2.0,0.5,13.2,14,WÜSTE,same
1.246,1.595,1.261,43.96,6,VULKAN,same
1.177,2.0,1.398,200.0,322,WALD,same
1.246,1.595,1.238,200.0,137,SUMPF,same
1.05,1.915,1.006,200.0,160,GEBIRGE,same
0.994,2.0,1.525,200.0,1594,OZEAN,same
0.597,1.911,1.328,200.0,694,SUMPF,same
1.177,1.915,1.249,200.0,386,GEBIRGE,same
1.335,1.89,0.5,200.0,1103,WALD,same
1.335,1.89,0.5,200.0,1187,SUMPF,same
1.321,2.0,1.362,200.0,93,OZEAN,same
0.605,1.75,1.607,200.0,538,SUMPF,same
0.5,2.0,1.262,200.0,1901,OZEAN,same
0.868,2.0,2.0,47.18,80,TUNDRA,same
0.813,2.0,1.384,200.0,332,SUMPF,same
0.781,2.0,1.387,56.6,7,WÜSTE,same
0.781,2.0,1.225,200.0,34,WALD,same
0.853,2.0,1.192,200.0,200,GEBIRGE,same
1.205,1.85,2.0,75.94,240,VULKAN,same
1.019,1.85,2.0,58.48,40,TUNDRA,same
1.109,1.85,2.0,76.97,18,GEBIRGE,same
0.5,2.0,0.897,200.0,679,WALD,same
2.0,1.86,1.485,200.0,801,GEBIRGE,same
0.549,1.939,1.801,200.0,170,SUMPF,same
0.549,2.0,2.0,82.8,2,VULKAN,same
0.549,2.0,1.801,98.77,30,TUNDRA,same
0.549,2.0,1.801,86.31,99,SUMPF,same
0.862,2.0,1.802,136.05,138,GEBIRGE,same
0.862,2.0,1.802,200.0,148,SUMPF,same
0.862,2.0,1.802,200.0,233,WALD,same
0.862,2.0,1.802,86.81,66,GEBIRGE,same
2.0,1.975,2.0,184.74,198,VULKAN,same
1.625,2.0,2.0,152.01,74,WALD,same
2.0,1.975,2.0,200.0,132,GEBIRGE,same
1.883,2.0,1.393,27.49,9,VULKAN,same
2.0,2.0,1.323,200.0,59,OZEAN,same
2.0,2.0,1.323,92.98,30,TUNDRA,same
2.0,2.0,1.323,158.24,7,GRASLAND,same
1.346,1.814,1.961,176.1,512,TUNDRA,same
0.94,1.532,1.961,200.0,645,OZEAN,same
1.501,2.0,2.0,200.0,177,GRASLAND,same
2.0,2.0,1.827,166.35,390,WÜSTE,same
1.341,2.0,0.904,200.0,957,GEBIRGE,same
1.656,2.0,1.946,200.0,29,WALD,same
1.946,2.0,1.517,200.0,5,WALD,same
2.0,2.0,2.0,111.71,451,TUNDRA,same
2.0,2.0,2.0,85.42,8,WÜSTE,same
1.897,1.49,1.827,200.0,240,SUMPF,same
1.472,2.0,0.75,200.0,177,OZEAN,same
1.769,2.0,0.75,200.0,107,OZEAN,same
1.769,2.0,0.75,4.97,25,WÜSTE,same
2.0,2.0,1.399,200.0,84,GEBIRGE,same
2.0,2.0,1.399,74.6,12,WÜSTE,same
0.547,2.0,1.911,183.55,1357,TUNDRA,same
1.05,2.0,1.006,106.56,83,OZEAN,same
0.967,1.915,1.006,200.0,81,WALD,same
1.531,1.915,1.006,200.0,301,SUMPF,same
1.177,1.915,1.249,200.0,360,SUMPF,same
1.321,2.0,1.324,200.0,360,GEBIRGE,same
1.321,2.0,1.564,200.0,174,OZEAN,same
0.606,1.799,1.521,175.57,695,GEBIRGE,same
1.565,2.0,1.362,68.31,8,WÜSTE,same
1.388,1.337,0.5,200.0,1925,SUMPF,same
0.5,2.0,1.132,200.0,375,GRASLAND,same
0.868,2.0,2.0,200.0,76,SUMPF,same
0.781,2.0,1.225,57.0,5,VULKAN,same
0.775,1.274,2.0,200.0,325,SUMPF,same
0.733,2.0,1.442,200.0,184,OZEAN,same
0.733,2.0,1.442,48.4,6,VULKAN,same
0.888,1.85,2.0,0.59,15,WÜSTE,same
0.888,2.0,1.796,200.0,256,OZEAN,same
0.97,1.994,1.796,200.0,213,WALD,same
0.5,2.0,0.626,200.0,1886,GEBIRGE,same
0.549,2.0,1.801,185.71,35,WALD,same
0.549,2.0,1.801,200.0,150,OZEAN,same
0.743,2.0,2.0,22.6,9,VULKAN,same
0.549,2.0,2.0,81.4,3,WÜSTE,same
0.882,2.0,1.802,18.7,14,WÜSTE,same
