Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilitaet,Energie,Alter,Lebendig
2000,0,0,GEBIRGE,2.000,1.809,1.171,200.00,374,true
2000,0,1,SUMPF,2.000,1.809,0.885,200.00,133,true
2000,0,2,SUMPF,2.000,1.809,0.885,200.00,245,true
2000,0,3,SUMPF,2.000,1.809,0.941,200.00,163,true
2000,0,4,GEBIRGE,2.000,1.723,0.941,89.00,126,true
2000,0,5,SUMPF,0.668,2.000,1.307,200.00,163,true
2000,0,6,OZEAN,1.608,1.331,0.627,72.98,6,true
2000,0,7,TUNDRA,0.728,1.855,1.959,195.89,417,true
2000,0,8,VULKAN,0.711,2.000,1.307,25.60,9,true
2000,0,10,WÜSTE,0.660,2.000,1.810,0.64,17,true
2000,0,11,WÜSTE,1.092,2.000,1.132,30.22,12,true
2000,0,12,SUMPF,1.092,2.000,1.132,200.00,216,true
2000,0,13,WALD,1.092,2.000,1.045,200.00,69,true
2000,0,14,SUMPF,1.092,2.000,1.045,200.00,30,true
2000,0,15,WÜSTE,0.761,2.000,1.045,0.80,16,true
2000,0,16,TUNDRA,2.000,2.000,2.000,53.12,24,true
2000,0,17,VULKAN,2.000,2.000,2.000,84.98,2,true
2000,0,18,VULKAN,1.779,2.000,1.247,91.58,1,true
2000,0,19,TUNDRA,1.779,2.000,1.247,92.21,20,true
2000,0,20,TUNDRA,0.746,1.932,2.000,77.80,473,true
2000,0,21,GRASLAND,0.613,2.000,0.969,200.00,200,true
2000,0,22,GEBIRGE,2.000,2.000,1.724,137.27,29,true
2000,0,23,WÜSTE,1.972,2.000,1.724,21.00,39,true
2000,0,24,OZEAN,1.972,1.692,1.724,200.00,139,true
2000,0,25,TUNDRA,1.972,2.000,1.724,200.00,442,true
2000,0,26,WALD,1.972,1.446,1.724,200.00,55,true
2000,0,27,GRASLAND,2.000,2.000,1.724,200.00,56,true
2000,0,28,VULKAN,2.000,1.588,1.724,34.52,7,true
2000,0,29,GRASLAND,1.638,1.539,0.683,200.00,989,true
2000,0,30,GRASLAND,1.811,1.876,0.500,200.00,643,true
2000,0,31,GEBIRGE,1.823,2.000,0.500,200.00,145,true
2000,0,32,SUMPF,1.513,2.000,0.500,200.00,114,true
2000,0,33,TUNDRA,1.513,2.000,0.500,13.12,70,true
2000,0,34,OZEAN,1.740,1.641,0.500,200.00,653,true
2000,0,35,VULKAN,1.224,1.384,1.590,62.06,5,true
2000,0,36,VULKAN,0.862,2.000,1.590,74.81,15,true
2000,0,37,TUNDRA,0.862,1.581,2.000,97.00,1,true
2000,0,38,TUNDRA,0.830,2.000,0.937,8.98,111,true
2000,0,39,TUNDRA,0.973,2.000,0.900,89.08,12,true
2000,0,40,OZEAN,0.973,2.000,1.296,200.00,199,true
2000,0,41,VULKAN,1.104,2.000,1.174,39.80,7,true
