Zeitschritt,GesamtOrganismen,DurchschnAnpassung,DurchschnEffizienz,DurchschnMobilitaet,DurchschnEnergie,DurchschnAlter,GRASLAND,WALD,WÜSTE,TUNDRA,GEBIRGE,SUMPF,OZEAN,VULKAN
1012,2492,1.141,1.835,1.378,136.18,245.53,294,277,307,318,301,336,327,332
1013,2492,1.140,1.834,1.378,136.07,245.97,293,278,306,317,303,336,327,332
1014,2490,1.141,1.834,1.378,136.13,245.66,293,276,306,317,302,335,327,334
1015,2490,1.139,1.835,1.380,136.15,245.66,293,278,307,318,302,334,328,330
1016,2486,1.137,1.836,1.379,136.36,246.49,292,278,305,314,301,336,327,333
1017,2490,1.137,1.836,1.378,136.27,246.59,293,277,306,318,301,336,326,333
1018,2486,1.136,1.837,1.376,136.35,246.84,291,278,307,315,301,335,327,332
1019,2488,1.138,1.836,1.377,136.13,246.68,292,278,305,318,301,335,328,331
1020,2488,1.137,1.837,1.376,136.18,247.14,294,277,306,318,302,334,326,331
1021,2488,1.137,1.837,1.377,136.21,247.66,293,277,305,316,302,335,328,332
1022,2491,1.138,1.837,1.378,136.07,247.72,293,277,305,316,303,336,328,333
1023,2492,1.138,1.837,1.376,135.96,248.28,294,278,305,317,303,334,329,332
1024,2493,1.137,1.839,1.375,135.75,248.55,293,278,305,318,302,334,329,334
1025,2489,1.139,1.839,1.373,135.95,248.51,292,277,305,316,302,336,329,332
1026,2492,1.138,1.839,1.372,135.72,248.52,293,278,307,315,303,336,328,332
1027,2492,1.137,1.837,1.371,135.66,247.05,294,277,307,318,303,333,326,334
1028,2488,1.136,1.837,1.372,135.76,247.48,293,277,306,318,301,336,326,331
1029,2485,1.138,1.835,1.372,135.91,247.50,292,278,303,316,303,333,327,333
1030,2482,1.138,1.835,1.371,135.98,247.67,289,275,306,317,302,334,328,331
1031,2483,1.140,1.835,1.372,135.99,247.31,290,276,307,317,302,332,326,333
1032,2480,1.140,1.835,1.371,136.19,247.94,293,275,304,317,303,333,327,328
1033,2479,1.141,1.834,1.371,136.24,247.98,293,275,307,314,301,334,325,330
1034,2477,1.143,1.834,1.372,136.47,247.99,293,278,304,313,301,333,326,329
1035,2473,1.143,1.835,1.374,136.64,248.01,289,278,301,317,297,333,326,332
1036,2473,1.143,1.834,1.374,136.48,247.83,291,276,303,318,301,330,323,331
1037,2477,1.144,1.834,1.373,136.28,247.98,293,275,305,319,294,333,327,331
1038,2479,1.144,1.834,1.372,136.20,247.72,293,278,302,317,299,335,328,327
1039,2478,1.142,1.835,1.371,136.24,247.38,292,276,306,316,300,333,326,329
1040,2477,1.145,1.837,1.375,136.47,247.13,293,276,306,315,301,331,324,331
1041,2481,1.146,1.838,1.375,136.40,247.08,293,275,306,318,298,335,325,331
1042,2486,1.146,1.839,1.375,136.33,247.20,292,277,305,316,303,333,328,332
1043,2485,1.146,1.840,1.375,136.59,247.95,293,278,303,318,300,335,326,332
1044,2483,1.145,1.840,1.376,136.75,248.18,292,278,304,317,299,335,326,332
1045,2484,1.144,1.840,1.374,136.69,248.75,293,276,306,316,301,334,326,332
1046,2484,1.142,1.840,1.376,136.80,249.19,290,277,304,318,300,334,329,332
1047,2488,1.144,1.840,1.377,136.48,248.47,291,277,306,314,302,336,329,333
1048,2488,1.144,1.841,1.376,136.39,248.90,294,278,306,317,301,334,325,333
1049,2490,1.143,1.842,1.376,136.03,249.24,293,278,306,317,303,336,325,332
1050,2484,1.143,1.843,1.376,136.22,249.72,291,277,306,319,302,333,325,331
1051,2487,1.144,1.844,1.374,136.10,249.99,294,276,305,315,303,333,329,332
1052,2487,1.145,1.845,1.374,135.81,249.80,292,277,307,319,302,334,324,332
1053,2480,1.145,1.844,1.375,136.30,250.15,291,275,303,317,302,333,326,333
1054,2482,1.145,1.844,1.375,136.39,250.06,292,278,306,316,298,333,327,332
1055,2485,1.144,1.844,1.374,136.14,250.19,293,275,304,317,299,336,328,333
1056,2479,1.144,1.844,1.372,136.60,250.20,292,277,304,317,301,334,325,329
1057,2483,1.145,1.844,1.373,136.59,249.50,293,277,307,314,303,333,327,329
1058,2489,1.145,1.843,1.372,136.13,249.30,291,278,306,317,303,335,328,331
1059,2487,1.146,1.843,1.371,136.20,249.24,294,276,306,316,302,333,328,332
1060,2487,1.145,1.843,1.371,136.11,249.54,294,276,305,315,301,334,329,333
1061,2491,1.145,1.842,1.370,135.94,248.88,294,275,306,317,302,335,328,334
1062,2490,1.144,1.840,1.370,135.89,249.40,293,276,306,319,301,335,329,331
1063,2493,1.144,1.839,1.369,135.75,248.93,294,277,306,317,303,335,328,333
1064,2486,1.144,1.838,1.368,136.21,249.51,292,276,306,316,301,336,327,332
1065,2482,1.145,1.839,1.368,136.36,250.29,294,275,301,318,301,335,327,331
1066,2490,1.145,1.838,1.369,135.96,250.29,292,275,307,318,301,336,329,332
1067,2488,1.146,1.838,1.369,135.93,250.59,294,277,306,316,301,334,327,333
1068,2489,1.145,1.838,1.369,136.10,250.23,294,278,306,316,302,335,327,331
1069,2487,1.144,1.838,1.370,136.20,250.78,293,276,306,317,300,335,328,332
1070,2486,1.144,1.839,1.370,135.94,250.39,292,276,307,319,301,335,323,333
1071,2489,1.144,1.838,1.370,135.76,249.90,293,278,306,316,301,335,327,333
1072,2490,1.145,1.838,1.372,135.70,249.80,294,278,304,318,303,334,327,332
1073,2489,1.144,1.838,1.373,135.73,249.95,293,277,306,318,300,335,329,331
1074,2488,1.144,1.837,1.375,135.42,250.08,293,276,303,318,303,336,327,332
1075,2488,1.144,1.838,1.377,135.50,250.36,293,277,304,317,302,335,328,332
1076,2485,1.144,1.837,1.376,135.68,250.40,292,276,305,319,301,334,326,332
1077,2488,1.145,1.838,1.377,135.43,249.89,291,276,306,318,302,335,327,333
1078,2483,1.145,1.839,1.378,135.68,250.14,292,275,304,316,300,335,328,333
1079,2482,1.146,1.839,1.378,135.80,250.64,293,275,304,317,300,335,328,330
1080,2477,1.145,1.839,1.377,136.10,251.45,291,276,305,316,297,335,328,329
1081,2485,1.145,1.838,1.375,135.82,250.72,293,276,307,317,302,334,324,332
1082,2485,1.144,1.838,1.374,135.88,251.06,292,276,306,319,301,334,327,330
1083,2483,1.145,1.838,1.374,136.10,251.43,294,276,305,315,300,336,328,329
1084,2488,1.146,1.838,1.374,135.74,251.53,293,274,306,319,301,334,328,333
1085,2486,1.145,1.839,1.376,135.81,252.11,294,276,302,319,303,335,326,331
1086,2485,1.145,1.841,1.375,135.72,252.54,293,275,306,317,300,335,328,331
1087,2489,1.146,1.840,1.374,135.61,252.77,294,277,306,317,300,334,328,333
1088,2483,1.147,1.839,1.374,135.95,253.70,292,278,304,316,301,335,328,329
1089,2491,1.148,1.838,1.373,135.49,252.84,293,276,304,319,302,335,328,334
1090,2493,1.148,1.837,1.373,135.39,253.04,293,278,304,319,301,335,329,334
1091,2493,1.149,1.838,1.372,135.24,253.48,294,278,306,318,301,335,327,334
1092,2488,1.149,1.838,1.373,135.34,254.40,294,277,306,316,301,334,329,331
1093,2489,1.148,1.838,1.375,135.46,254.64,294,277,306,315,301,336,329,331
1094,2485,1.150,1.839,1.375,135.53,254.67,292,277,305,317,301,333,328,332
1095,2482,1.151,1.839,1.375,135.47,254.84,294,276,301,317,299,334,329,332
1096,2478,1.151,1.840,1.375,135.45,255.49,292,277,303,315,302,329,329,331
1097,2483,1.150,1.839,1.375,135.04,255.32,291,277,306,318,300,332,327,332
1098,2484,1.149,1.840,1.377,134.89,255.88,292,278,306,318,301,333,325,331
1099,2482,1.150,1.840,1.377,135.22,255.86,291,278,306,315,302,330,328,332
1100,2488,1.149,1.840,1.377,134.95,255.76,293,278,306,316,302,333,328,332
1101,2485,1.151,1.840,1.377,135.24,255.94,290,275,304,317,303,335,328,333
1102,2483,1.152,1.841,1.376,135.52,255.43,293,274,306,312,301,335,329,333
1103,2488,1.151,1.840,1.377,135.35,255.07,292,277,306,316,301,336,328,332
1104,2484,1.152,1.840,1.377,135.59,255.16,291,277,305,316,302,335,326,332
1105,2489,1.151,1.839,1.374,135.56,254.78,293,278,303,317,302,335,329,332
1106,2480,1.152,1.839,1.376,136.07,256.21,291,277,302,316,301,335,324,334
1107,2483,1.152,1.839,1.374,135.86,256.00,291,277,305,317,301,333,327,332
1108,2484,1.152,1.839,1.375,135.57,256.25,292,277,306,317,300,335,327,330
1109,2481,1.152,1.839,1.376,135.70,256.94,293,278,300,317,300,334,328,331
1110,2481,1.151,1.840,1.377,135.89,256.92,292,276,302,316,302,334,325,334
1111,2478,1.153,1.840,1.377,136.03,257.44,292,275,304,319,302,334,326,326
1112,2488,1.153,1.840,1.377,135.78,255.99,294,277,302,317,302,335,328,333
1113,2487,1.152,1.839,1.377,135.89,256.11,293,276,306,318,302,334,327,331
1114,2492,1.152,1.840,1.377,135.61,256.13,293,278,305,317,303,335,328,333
1115,2487,1.151,1.841,1.375,135.87,257.24,293,278,305,317,302,336,325,331
1116,2486,1.150,1.841,1.375,135.99,257.89,292,278,303,317,301,333,328,334
1117,2482,1.152,1.840,1.375,136.25,257.86,293,277,306,317,299,335,325,330
1118,2481,1.151,1.841,1.375,136.15,258.48,293,277,306,314,301,335,326,329
1119,2481,1.150,1.841,1.374,136.17,258.83,292,273,306,315,301,336,325,333
1120,2481,1.152,1.840,1.375,136.03,259.24,292,277,304,315,300,333,327,333
1121,2483,1.152,1.840,1.375,135.75,258.86,292,277,305,318,297,335,326,333
1122,2477,1.152,1.841,1.375,135.89,259.51,292,277,302,314,302,333,327,330
1123,2481,1.152,1.839,1.376,135.89,259.49,293,278,300,318,301,335,327,329
1124,2480,1.152,1.840,1.376,136.05,259.91,291,276,301,317,302,334,325,334
1125,2484,1.151,1.840,1.375,135.81,259.15,291,277,302,319,303,333,328,331
1126,2484,1.151,1.839,1.374,135.85,259.02,294,278,305,315,302,331,326,333
1127,2479,1.152,1.839,1.374,136.08,259.45,292,276,306,315,301,334,326,329
1128,2480,1.151,1.838,1.374,135.97,259.50,293,278,303,314,303,333,327,329
1129,2487,1.150,1.837,1.375,135.86,258.87,294,276,305,318,300,334,326,334
1130,2486,1.149,1.838,1.376,135.97,259.62,293,276,304,317,303,333,328,332
1131,2483,1.148,1.837,1.376,135.98,260.19,292,277,304,317,301,335,329,328
1132,2486,1.147,1.835,1.375,135.83,259.28,291,276,305,318,302,335,327,332
1133,2486,1.148,1.834,1.374,135.83,258.90,294,275,307,315,301,335,326,333
1134,2481,1.147,1.834,1.376,136.10,259.15,292,277,307,315,300,333,326,331
1135,2483,1.149,1.835,1.375,136.05,258.67,292,278,303,314,300,336,329,331
1136,2481,1.152,1.834,1.377,136.21,259.24,293,276,306,315,301,333,327,330
1137,2488,1.150,1.835,1.378,136.00,258.65,294,278,306,316,302,335,326,331
1138,2488,1.152,1.833,1.378,135.97,258.64,291,278,306,315,303,335,327,333
1139,2488,1.151,1.833,1.379,135.96,258.85,292,277,304,316,302,336,329,332
1140,2485,1.151,1.833,1.377,135.94,259.81,293,274,303,319,301,335,328,332
1141,2481,1.153,1.833,1.379,136.25,260.44,291,277,306,316,299,334,327,331
1142,2482,1.152,1.834,1.378,136.20,260.48,294,275,303,316,301,332,328,333
1143,2480,1.151,1.835,1.379,136.28,261.19,292,275,303,318,302,333,326,331
1144,2475,1.151,1.836,1.378,136.24,262.16,293,276,302,314,303,331,327,329
1145,2484,1.150,1.834,1.379,135.81,261.63,293,277,304,318,300,333,329,330
1146,2479,1.149,1.834,1.378,136.03,262.57,293,276,304,317,301,333,326,329
1147,2483,1.149,1.835,1.378,135.87,261.90,292,277,306,316,300,334,327,331
1148,2481,1.148,1.836,1.377,135.96,261.80,294,274,306,315,301,332,327,332
1149,2485,1.147,1.835,1.376,136.09,261.06,294,275,306,317,300,335,327,331
1150,2488,1.147,1.834,1.377,135.88,260.62,293,277,305,318,302,335,329,329
1151,2492,1.147,1.836,1.376,135.68,260.84,294,278,307,315,303,336,327,332
1152,2487,1.146,1.837,1.375,135.95,261.34,292,277,306,318,303,333,328,330
1153,2486,1.147,1.836,1.375,135.91,261.87,294,277,306,314,302,334,327,332
1154,2487,1.149,1.834,1.376,136.11,260.84,293,277,305,318,301,335,327,331
1155,2486,1.151,1.835,1.376,136.02,261.07,293,278,303,318,301,334,328,331
1156,2485,1.152,1.835,1.376,135.99,261.37,292,278,304,316,300,336,327,332
1157,2484,1.151,1.835,1.374,135.91,261.06,294,276,305,315,301,334,326,333
1158,2488,1.152,1.834,1.375,135.40,260.82,293,277,305,317,300,335,329,332
1159,2481,1.152,1.834,1.373,135.73,261.71,292,276,306,316,303,335,324,329
1160,2482,1.151,1.834,1.373,135.95,261.92,293,277,303,319,298,335,328,329
1161,2484,1.149,1.833,1.372,136.19,262.08,293,276,305,318,301,335,328,328
1162,2482,1.149,1.834,1.373,136.13,261.96,293,275,305,318,302,334,326,329
1163,2481,1.153,1.833,1.372,136.30,262.35,293,276,304,315,303,333,328,329
1164,2478,1.153,1.832,1.373,136.41,262.34,293,278,306,317,299,329,327,329
1165,2473,1.151,1.833,1.372,136.89,261.60,291,277,304,315,298,333,326,329
1166,2484,1.152,1.833,1.373,136.49,260.99,293,278,306,314,303,334,328,328
1167,2482,1.151,1.833,1.372,136.50,261.41,291,278,304,315,301,335,326,332
1168,2481,1.153,1.834,1.373,136.45,261.68,291,277,303,315,302,335,326,332
1169,2483,1.154,1.834,1.374,136.05,261.03,291,277,304,315,300,335,329,332
1170,2483,1.154,1.834,1.374,135.89,261.33,294,274,306,314,303,335,325,332
1171,2484,1.154,1.837,1.375,135.79,261.30,293,276,307,316,299,334,328,331
1172,2479,1.152,1.837,1.376,136.13,261.48,293,277,305,314,300,333,327,330
1173,2485,1.154,1.837,1.377,135.91,261.32,294,276,305,316,303,333,328,330
1174,2486,1.156,1.836,1.375,135.91,260.93,292,276,304,317,302,335,329,331
1175,2485,1.156,1.836,1.375,135.94,261.64,293,277,304,317,301,335,327,331
1176,2483,1.156,1.837,1.375,135.73,262.34,291,276,305,319,299,334,327,332
1177,2477,1.157,1.837,1.374,136.30,262.87,292,276,305,318,299,334,323,330
1178,2473,1.157,1.837,1.374,136.54,263.16,291,273,305,316,297,334,325,332
1179,2480,1.156,1.836,1.373,136.28,262.63,294,276,303,314,302,334,328,329
1180,2478,1.157,1.835,1.373,136.27,262.69,292,276,303,317,300,333,326,331
1181,2481,1.157,1.835,1.374,136.14,262.67,290,276,304,319,298,335,327,332
1182,2477,1.155,1.835,1.373,136.20,262.83,290,277,306,315,301,335,323,330
1183,2480,1.154,1.837,1.373,136.08,263.13,293,277,300,316,301,333,327,333
1184,2484,1.154,1.836,1.373,136.04,262.50,292,273,306,319,303,333,329,329
1185,2481,1.154,1.836,1.373,136.36,262.78,294,276,304,317,299,333,328,330
1186,2485,1.153,1.837,1.374,136.17,262.75,293,277,305,315,301,333,329,332
1187,2482,1.151,1.837,1.375,136.49,262.75,292,277,304,316,301,334,327,331
1188,2483,1.152,1.836,1.374,136.44,262.88,292,277,305,317,301,333,328,330
1189,2477,1.153,1.837,1.375,136.84,263.65,290,278,303,317,300,333,326,330
1190,2480,1.156,1.837,1.375,136.92,263.33,293,276,306,314,302,334,325,330
1191,2487,1.156,1.837,1.375,136.69,263.19,292,278,305,317,299,334,329,333
1192,2478,1.156,1.837,1.374,137.02,264.14,291,276,303,316,301,334,328,329
1193,2482,1.158,1.838,1.375,136.70,264.06,294,277,303,316,303,333,327,329
1194,2485,1.160,1.838,1.377,136.39,264.33,293,276,304,316,301,335,326,334
1195,2487,1.158,1.837,1.377,136.18,264.53,293,277,306,316,301,335,328,331
1196,2483,1.157,1.838,1.378,136.58,265.11,291,278,305,318,303,330,328,330
1197,2488,1.157,1.838,1.378,136.39,265.19,292,278,305,315,303,335,327,333
1198,2486,1.157,1.839,1.377,136.43,265.87,293,277,306,317,303,334,326,330
1199,2489,1.157,1.838,1.378,136.43,265.40,294,275,306,317,303,334,327,333
1200,2486,1.160,1.839,1.377,136.49,265.81,294,277,305,315,302,334,327,332
1201,2487,1.159,1.840,1.377,136.49,265.99,294,275,305,315,303,335,328,332
1202,2489,1.159,1.841,1.379,136.48,266.03,291,277,304,319,301,335,329,333
1203,2485,1.158,1.840,1.379,136.49,266.79,294,277,305,314,299,336,329,331
1204,2485,1.159,1.840,1.379,136.38,266.45,293,276,306,317,300,334,327,332
1205,2475,1.159,1.839,1.376,136.82,267.08,291,276,306,313,298,333,327,331
1206,2480,1.159,1.838,1.376,136.42,267.04,289,277,303,317,299,335,328,332
1207,2479,1.159,1.838,1.376,136.31,267.10,292,277,303,316,302,333,326,330
1208,2478,1.161,1.839,1.377,136.27,267.31,294,275,304,314,300,334,326,331
1209,2481,1.160,1.839,1.377,136.20,266.96,293,276,307,317,300,333,326,329
1210,2486,1.161,1.839,1.376,135.93,266.61,293,278,302,318,302,334,326,333
1211,2483,1.158,1.839,1.377,136.45,265.04,291,278,303,318,301,334,326,332
1212,2485,1.157,1.838,1.378,136.46,264.76,291,276,304,318,300,336,329,331
1213,2487,1.157,1.838,1.378,136.67,263.54,294,277,305,317,300,333,328,333
1214,2489,1.157,1.838,1.379,136.54,263.36,294,278,307,318,298,334,328,332
1215,2493,1.157,1.839,1.379,136.42,262.56,293,277,306,319,302,334,328,334
1216,2489,1.156,1.840,1.381,136.46,263.10,294,276,305,318,301,335,328,332
1217,2487,1.157,1.840,1.383,136.59,263.18,293,277,304,318,301,334,327,333
1218,2484,1.156,1.839,1.382,136.61,263.53,291,278,305,316,301,332,328,333
1219,2485,1.154,1.839,1.381,136.63,263.38,293,275,307,318,301,334,326,331
1220,2489,1.154,1.840,1.379,136.19,263.53,294,276,301,319,303,335,328,333
1221,2487,1.155,1.841,1.381,136.22,263.90,294,275,306,317,302,333,328,332
1222,2490,1.155,1.840,1.382,135.90,263.99,294,278,306,318,303,334,327,330
1223,2486,1.154,1.840,1.383,135.99,265.04,293,277,305,316,299,336,328,332
1224,2483,1.155,1.841,1.384,136.00,265.74,293,275,305,314,302,332,329,333
1225,2484,1.155,1.840,1.383,136.04,265.64,291,278,307,318,300,334,325,331
1226,2485,1.154,1.838,1.383,136.07,265.00,291,276,307,317,300,336,325,333
1227,2483,1.154,1.838,1.380,136.02,264.79,293,277,305,315,302,331,328,332
1228,2479,1.154,1.837,1.380,136.31,265.30,292,278,306,315,299,332,326,331
1229,2484,1.154,1.836,1.380,136.15,264.64,293,278,303,318,300,335,329,328
1230,2485,1.155,1.836,1.380,136.10,265.05,292,274,307,316,303,335,326,332
1231,2484,1.156,1.837,1.378,136.36,264.62,292,276,304,317,300,335,327,333
1232,2488,1.155,1.836,1.379,136.29,263.99,293,275,305,318,301,335,329,332
1233,2486,1.156,1.836,1.378,136.34,263.82,294,274,305,317,300,336,328,332
1234,2488,1.156,1.836,1.377,136.26,263.74,294,278,306,318,303,332,328,329
1235,2487,1.156,1.836,1.376,136.29,263.67,294,277,302,316,302,335,329,332
1236,2490,1.155,1.837,1.377,136.37,262.89,294,278,306,318,300,335,328,331
1237,2486,1.155,1.837,1.377,136.51,263.68,294,278,305,315,300,335,327,332
1238,2487,1.154,1.836,1.376,136.46,263.67,294,278,306,315,301,332,328,333
1239,2486,1.154,1.835,1.376,136.55,264.30,292,276,305,316,303,335,328,331
1240,2489,1.155,1.834,1.376,136.48,263.88,293,278,306,318,301,334,328,331
1241,2495,1.155,1.835,1.377,136.08,263.14,294,278,304,318,302,336,329,334
1242,2489,1.156,1.836,1.376,136.28,264.15,294,278,305,316,302,333,329,332
1243,2483,1.156,1.837,1.376,136.49,265.04,293,276,307,313,299,336,328,331
1244,2483,1.157,1.836,1.378,136.38,265.47,292,276,306,315,303,330,327,334
1245,2483,1.156,1.835,1.376,136.47,265.49,292,276,304,315,302,334,327,333
1246,2487,1.157,1.834,1.376,136.25,265.08,292,274,307,317,302,334,327,334
1247,2477,1.156,1.835,1.376,136.72,266.26,292,275,304,316,300,335,327,328
1248,2477,1.156,1.834,1.375,136.71,265.80,290,275,303,317,298,335,327,332
1249,2483,1.156,1.834,1.376,136.45,265.16,292,277,304,314,302,335,329,330
1250,2487,1.156,1.834,1.376,136.26,264.31,294,275,307,319,303,334,325,330
1251,2489,1.157,1.834,1.376,136.04,264.82,293,278,306,315,302,334,328,333
1252,2486,1.156,1.834,1.375,136.24,265.28,291,277,306,317,302,334,327,332
1253,2482,1.155,1.833,1.376,136.26,265.31,293,276,303,317,301,336,327,329
1254,2486,1.154,1.831,1.378,136.34,264.34,294,277,303,317,302,335,326,332
1255,2481,1.154,1.831,1.375,136.42,264.85,292,276,302,316,302,336,329,328
1256,2487,1.153,1.832,1.374,136.18,264.73,288,278,306,317,303,333,329,333
1257,2487,1.152,1.834,1.373,136.21,264.76,293,278,303,318,300,334,328,333
1258,2485,1.154,1.835,1.372,136.28,265.54,291,274,307,318,302,334,326,333
1259,2481,1.153,1.836,1.373,136.53,265.98,292,278,306,315,298,334,329,329
1260,2479,1.155,1.836,1.374,136.87,266.53,293,275,303,315,302,334,326,331
1261,2479,1.155,1.836,1.373,136.70,267.04,289,274,306,319,301,332,326,332
1262,2475,1.155,1.836,1.373,136.94,267.29,289,275,303,319,298,333,329,329
1263,2478,1.154,1.838,1.371,136.78,267.18,292,276,304,316,301,334,325,330
1264,2487,1.154,1.837,1.372,136.55,266.00,293,277,305,317,302,332,329,332
1265,2485,1.152,1.839,1.372,136.63,266.67,293,276,305,318,300,334,328,331
1266,2488,1.153,1.839,1.372,136.42,266.35,291,278,305,319,299,336,328,332
1267,2485,1.153,1.838,1.372,136.56,266.78,292,278,301,318,301,335,328,332
1268,2489,1.152,1.837,1.372,136.44,266.28,292,278,306,318,301,336,327,331
1269,2488,1.151,1.837,1.373,136.36,266.84,292,277,306,319,303,333,326,332
1270,2489,1.150,1.838,1.372,136.22,266.92,294,278,306,317,302,335,326,331
1271,2485,1.151,1.838,1.373,136.40,267.77,293,277,306,315,300,334,327,333
1272,2485,1.149,1.837,1.373,136.45,267.53,294,277,306,315,301,334,327,331
1273,2488,1.148,1.837,1.372,136.44,267.03,293,278,301,319,301,335,329,332
1274,2490,1.147,1.838,1.374,136.12,266.52,292,278,307,315,302,335,327,334
1275,2485,1.147,1.838,1.375,136.33,267.15,293,277,304,315,301,335,326,334
1276,2482,1.148,1.838,1.373,136.48,267.52,294,276,302,316,302,332,328,332
1277,2479,1.148,1.838,1.374,136.53,267.95,293,278,303,317,298,335,327,328
1278,2482,1.147,1.837,1.374,136.53,267.69,292,277,304,316,299,335,327,332
1279,2475,1.147,1.837,1.375,136.94,268.46,290,273,302,316,300,335,327,332
1280,2473,1.146,1.838,1.374,137.17,268.05,293,276,304,316,296,331,326,331
1281,2477,1.147,1.837,1.375,136.86,268.20,291,277,304,314,297,335,329,330
1282,2480,1.146,1.838,1.374,136.85,266.77,292,277,306,315,300,335,327,328
1283,2488,1.146,1.839,1.372,136.68,265.58,294,278,307,317,301,335,327,329
1284,2492,1.147,1.838,1.370,136.54,265.12,293,276,305,318,303,335,329,333
1285,2492,1.147,1.838,1.369,136.63,265.58,292,278,307,316,302,336,327,334
1286,2486,1.146,1.838,1.369,136.80,266.20,293,278,304,314,303,334,328,332
1287,2490,1.147,1.838,1.368,136.60,266.31,294,278,306,317,303,336,326,330
1288,2490,1.147,1.837,1.368,136.48,265.72,293,277,306,318,301,334,327,334
1289,2484,1.146,1.839,1.367,136.64,266.79,294,276,305,315,301,334,328,331
1290,2485,1.145,1.839,1.365,136.79,266.92,293,277,305,314,303,336,326,331
1291,2491,1.144,1.840,1.366,136.33,266.91,292,278,306,317,301,336,329,332
1292,2487,1.144,1.842,1.365,136.42,267.42,294,276,304,315,303,336,328,331
1293,2485,1.145,1.842,1.365,136.47,268.10,294,276,303,316,303,333,327,333
1294,2483,1.146,1.843,1.366,136.50,268.59,292,276,304,317,301,334,327,332
1295,2480,1.146,1.841,1.365,136.66,268.90,292,277,304,317,302,333,328,327
1296,2476,1.146,1.841,1.367,136.95,269.58,290,276,301,314,301,336,328,330
1297,2478,1.145,1.842,1.366,136.89,269.65,292,275,303,315,303,334,327,329
1298,2482,1.145,1.842,1.365,136.76,269.15,289,276,304,319,303,332,326,333
1299,2481,1.145,1.842,1.365,136.77,268.45,291,273,306,317,302,334,328,330
1300,2473,1.144,1.842,1.366,137.14,269.70,291,277,304,317,301,332,324,327
1301,2477,1.143,1.842,1.367,136.90,269.34,293,276,306,315,297,332,327,331
1302,2478,1.144,1.843,1.365,136.82,269.12,294,276,303,318,299,331,327,330
1303,2485,1.144,1.842,1.365,136.20,269.20,294,277,305,316,301,333,327,332
1304,2486,1.145,1.841,1.364,136.29,269.21,293,275,306,317,302,335,328,330
1305,2483,1.144,1.842,1.365,136.43,269.65,289,278,307,315,302,332,328,332
1306,2471,1.144,1.842,1.365,137.15,271.29,290,276,303,313,300,335,326,328
1307,2475,1.144,1.842,1.365,137.16,270.33,292,276,305,316,298,332,327,329
1308,2481,1.144,1.842,1.365,136.99,269.91,290,276,305,316,302,334,328,330
1309,2481,1.146,1.842,1.365,137.15,269.81,294,275,304,318,299,333,327,331
1310,2480,1.147,1.841,1.366,137.37,270.13,293,275,302,313,303,333,327,334
1311,2475,1.147,1.842,1.364,137.66,270.97,289,276,301,318,299,334,326,332
1312,2478,1.147,1.842,1.364,137.48,270.66,294,274,305,316,298,335,323,333
1313,2482,1.150,1.842,1.364,137.00,270.40,292,277,305,317,302,332,326,331
1314,2475,1.148,1.842,1.364,137.33,271.39,290,277,305,314,303,332,326,328
1315,2483,1.149,1.841,1.364,136.76,271.18,293,277,304,318,300,332,326,333
1316,2481,1.148,1.841,1.365,136.75,271.94,292,277,303,319,301,333,326,330
1317,2482,1.151,1.841,1.365,136.71,272.36,290,278,302,317,301,334,329,331
1318,2484,1.150,1.842,1.364,136.70,272.65,290,277,307,318,301,331,328,332
1319,2479,1.151,1.843,1.362,136.89,273.76,291,276,306,319,300,333,327,327
1320,2482,1.149,1.842,1.364,136.90,273.44,292,273,305,315,303,335,326,333
1321,2482,1.148,1.841,1.365,136.97,273.67,293,277,305,315,302,334,325,331
1322,2486,1.147,1.841,1.364,136.56,273.64,294,278,306,314,302,334,327,331
1323,2486,1.147,1.841,1.364,136.56,273.48,294,278,306,317,300,335,326,330
1324,2488,1.147,1.839,1.363,136.53,272.54,293,277,305,315,303,333,328,334
1325,2483,1.147,1.838,1.364,136.82,272.44,292,275,305,315,303,335,327,331
1326,2485,1.145,1.837,1.364,136.86,271.70,291,275,305,318,300,334,329,333
1327,2489,1.144,1.837,1.362,136.49,271.56,293,277,306,319,302,333,327,332
1328,2483,1.145,1.837,1.362,136.78,272.13,291,277,304,318,302,333,326,332
1329,2484,1.145,1.837,1.361,136.79,270.92,292,278,305,317,300,335,326,331
1330,2486,1.144,1.837,1.361,136.60,270.84,289,276,305,317,303,335,327,334
1331,2480,1.145,1.837,1.359,136.85,270.59,290,277,305,315,300,333,327,333
1332,2488,1.146,1.836,1.357,136.58,269.51,293,277,306,318,298,335,329,332
1333,2488,1.145,1.836,1.356,136.49,270.17,293,276,307,316,302,336,328,330
1334,2481,1.143,1.836,1.355,136.75,270.96,293,276,307,316,301,333,327,328
1335,2486,1.144,1.836,1.356,136.52,270.59,294,277,305,318,302,334,326,330
1336,2481,1.143,1.837,1.357,136.74,271.26,291,276,304,318,302,336,327,327
1337,2484,1.143,1.838,1.356,136.43,271.52,292,277,306,315,300,334,327,333
1338,2490,1.143,1.838,1.358,136.27,270.54,294,276,305,318,301,335,328,333
1339,2488,1.142,1.838,1.358,136.19,270.74,293,278,304,318,301,335,326,333
1340,2489,1.143,1.837,1.359,136.26,269.93,292,278,306,316,301,336,326,334
1341,2488,1.143,1.837,1.359,136.46,270.11,293,277,303,319,301,335,328,332
