Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilitaet,Energie,Alter,Lebendig
2000,0,0,SUMPF,0.682,2.000,1.106,150.00,70,true
2000,0,1,GRASLAND,0.720,1.633,1.380,200.00,477,true
2000,0,2,SUMPF,0.500,1.269,1.876,200.00,263,true
2000,0,3,GRASLAND,0.537,1.458,2.000,93.15,87,true
2000,0,4,WÜSTE,0.676,1.454,2.000,92.11,1,true
2000,0,5,VULKAN,0.537,1.458,1.586,44.02,6,true
2000,0,6,WÜSTE,0.562,2.000,0.544,38.00,10,true
2000,0,7,SUMPF,0.562,2.000,0.544,178.46,42,true
2000,0,8,SUMPF,0.835,2.000,1.233,200.00,1920,true
2000,0,9,GRASLAND,1.245,2.000,0.735,200.00,224,true
2000,0,10,VULKAN,0.582,2.000,2.000,14.00,10,true
2000,0,11,TUNDRA,0.654,2.000,2.000,59.17,24,true
2000,0,12,WÜSTE,0.500,2.000,1.216,38.00,10,true
2000,0,13,TUNDRA,0.500,2.000,2.000,98.54,17,true
2000,0,14,WÜSTE,0.500,1.525,1.318,100.00,0,true
2000,0,15,SUMPF,0.500,2.000,2.000,108.32,78,true
2000,0,16,TUNDRA,0.500,2.000,2.000,94.27,67,true
2000,0,17,OZEAN,0.500,2.000,2.000,200.00,185,true
2000,0,18,OZEAN,0.500,2.000,2.000,200.00,78,true
2000,0,19,VULKAN,0.500,2.000,2.000,31.20,8,true
2000,0,20,VULKAN,0.609,1.497,2.000,42.76,6,true
2000,0,21,WALD,0.609,1.765,2.000,149.60,82,true
2000,0,22,TUNDRA,0.609,1.765,2.000,81.88,11,true
2000,0,23,TUNDRA,0.599,1.841,2.000,34.15,59,true
2000,0,24,SUMPF,1.877,1.489,1.855,57.09,35,true
2000,0,25,VULKAN,1.542,1.526,1.449,62.08,4,true
2000,0,26,TUNDRA,1.158,1.526,1.449,11.30,25,true
2000,0,27,OZEAN,2.000,1.869,1.827,190.84,14,true
2000,0,28,WALD,1.580,1.869,1.827,200.00,102,true
2000,0,29,WALD,1.580,1.869,1.827,200.00,6,true
2000,0,30,GEBIRGE,1.580,1.869,1.827,94.79,15,true
2000,0,31,WÜSTE,1.542,2.000,1.827,154.70,229,true
2000,0,32,WALD,1.054,2.000,1.966,200.00,151,true
2000,0,33,WÜSTE,1.054,2.000,1.786,35.07,35,true
