Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilitaet,Energie,Alter,Lebendig
2000,0,0,SUMPF,0.500,2.000,1.288,200.00,95,true
2000,0,1,GRASLAND,0.502,2.000,1.288,200.00,123,true
2000,0,2,SUMPF,0.956,1.281,1.697,200.00,361,true
2000,0,3,GRASLAND,0.502,2.000,1.288,166.20,94,true
2000,0,4,WÜSTE,0.502,2.000,1.288,13.20,14,true
2000,0,5,VULKAN,1.624,1.819,1.096,32.59,11,true
2000,0,6,WÜSTE,1.624,1.794,0.705,88.61,2,true
2000,0,7,SUMPF,2.000,1.276,1.234,200.00,249,true
2000,0,8,SUMPF,1.355,1.399,0.920,200.00,124,true
2000,0,9,GRASLAND,0.881,1.753,1.177,200.00,108,true
2000,0,10,VULKAN,0.881,1.753,1.177,36.74,7,true
2000,0,11,TUNDRA,0.682,2.000,1.421,79.98,56,true
2000,0,12,WÜSTE,0.682,2.000,1.957,62.84,44,true
2000,0,13,TUNDRA,0.775,2.000,1.954,99.82,2,true
2000,0,14,WÜSTE,0.992,2.000,1.487,94.27,1,true
2000,0,15,SUMPF,0.963,2.000,1.954,105.80,43,true
2000,0,16,TUNDRA,0.963,2.000,1.954,88.57,146,true
2000,0,17,OZEAN,0.963,2.000,1.954,158.62,33,true
2000,0,18,OZEAN,0.963,2.000,1.954,177.58,10,true
2000,0,19,VULKAN,0.658,2.000,1.783,105.40,309,true
2000,0,20,VULKAN,0.777,2.000,0.829,39.80,7,true
2000,0,21,WALD,0.777,2.000,1.357,200.00,88,true
2000,0,22,TUNDRA,0.622,2.000,1.357,97.10,7,true
2000,0,23,TUNDRA,0.710,2.000,0.939,82.84,23,true
2000,0,24,SUMPF,0.652,2.000,1.061,60.01,77,true
2000,0,25,VULKAN,0.652,1.974,1.061,4.91,11,true
2000,0,26,TUNDRA,0.815,2.000,1.061,90.56,13,true
2000,0,27,OZEAN,0.597,2.000,1.014,200.00,171,true
2000,0,28,WALD,0.597,2.000,1.306,200.00,215,true
2000,0,29,WALD,0.597,2.000,1.306,153.77,101,true
2000,0,30,GEBIRGE,0.597,2.000,1.315,200.00,235,true
2000,0,31,WÜSTE,0.746,1.285,1.738,83.06,2,true
2000,0,32,WALD,0.746,2.000,1.738,186.30,113,true
2000,0,33,WÜSTE,0.746,2.000,2.000,33.93,11,true
2000,0,34,OZEAN,0.746,2.000,1.738,200.00,132,true
2000,0,35,WÜSTE,2.000,1.722,1.766,60.48,11,true
