Zeitschritt,X,Y,Umgebung,Anpassung,Effizienz,Mobilitaet,Energie,Alter,Lebendig
1600,0,0,SUMPF,2.000,1.649,2.000,200.00,486,true
1600,0,1,GRASLAND,0.933,2.000,0.788,200.00,49,true
1600,0,2,SUMPF,0.939,1.744,2.000,200.00,194,true
1600,0,3,GRASLAND,0.636,1.190,2.000,97.15,19,true
1600,0,4,WÜSTE,0.636,1.190,2.000,91.18,1,true
1600,0,5,VULKAN,0.939,1.346,2.000,70.39,3,true
1600,0,6,WÜSTE,1.079,1.497,1.934,76.77,3,true
1600,0,7,SUMPF,1.661,1.633,1.752,106.15,64,true
1600,0,8,SUMPF,1.438,2.000,1.546,200.00,472,true
1600,0,9,GRASLAND,1.438,1.456,1.546,200.00,219,true
1600,0,10,VULKAN,1.641,2.000,1.546,100.00,0,true
1600,0,11,TUNDRA,1.953,2.000,1.389,50.08,274,true
1600,0,12,WÜSTE,1.641,2.000,1.631,27.34,21,true
1600,0,13,TUNDRA,1.281,2.000,0.687,29.73,63,true
1600,0,14,WÜSTE,0.682,1.967,0.735,49.63,8,true
1600,0,15,SUMPF,0.583,1.967,0.735,82.54,116,true
1600,0,16,TUNDRA,0.583,1.967,0.735,98.68,1,true
1600,0,17,OZEAN,0.583,1.967,0.735,200.00,189,true
1600,0,18,OZEAN,0.500,2.000,0.735,200.00,173,true
1600,0,19,VULKAN,0.583,1.967,0.735,5.24,36,true
1600,0,20,VULKAN,0.799,2.000,0.500,148.40,131,true
1600,0,21,WALD,0.500,1.807,0.547,200.00,616,true
1600,0,22,TUNDRA,0.799,2.000,0.500,39.83,46,true
1600,0,23,TUNDRA,0.799,2.000,0.500,1.26,68,true
1600,0,24,SUMPF,0.957,2.000,1.943,66.13,8,true
1600,0,25,VULKAN,0.788,1.936,1.943,56.45,5,true
1600,0,26,TUNDRA,0.815,2.000,2.000,99.85,2,true
1600,0,27,OZEAN,0.579,1.754,1.518,200.00,331,true
1600,0,28,WALD,0.500,1.754,1.242,200.00,211,true
1600,0,29,WALD,0.840,2.000,1.242,200.00,75,true
1600,0,30,GEBIRGE,0.610,1.754,1.242,67.86,132,true
1600,0,31,WÜSTE,2.000,1.975,1.541,88.14,325,true
1600,0,32,WALD,2.000,2.000,0.987,200.00,720,true
1600,0,33,WÜSTE,1.829,1.851,2.000,45.31,16,true
1600,0,34,OZEAN,1.535,1.851,2.000,183.50,39,true
1600,0,35,WÜSTE,1.535,2.000,1.689,84.57,4,true
1600,0,36,WALD,1.291,2.000,2.000,200.00,180,true
1600,0,37,WALD,1.291,2.000,2.000,119.18,70,true
1600,0,38,GEBIRGE,1.463,2.000,1.719,200.00,188,true
1600,0,39,WÜSTE,1.463,2.000,2.000,95.97,1,true
1600,0,40,OZEAN,1.463,2.000,2.000,159.46,101,true
1600,0,41,SUMPF,1.306,2.000,1.828,200.00,71,true
1600,0,42,GEBIRGE,1.463,2.000,1.719,200.00,292,true
1600,0,43,GRASLAND,1.133,2.000,0.968,200.00,583,true
1600,0,44,GEBIRGE,0.709,1.903,1.243,76.60,27,true
1600,0,45,GRASLAND,0.575,1.903,1.243,200.00,112,true
1600,0,46,OZEAN,0.615,2.000,1.259,200.00,42,true
1600,0,47,OZEAN,1.322,1.510,0.788,200.00,258,true
